url,ten_san_pham,thuong_hieu,gia_ban,sku,mo_ta_ngan,Loại case,Hỗ trợ quạt,Số khe cắm PCI,Kích thước,Hãng sản xuất,Loại tản nhiệt,Số vòng quay của quạt,Độ ồn (dBA),Kết nối,Chipset,Socket,Khe RAM tối đa ,Kiểu RAM hỗ trợ,Dung lượng RAM tối đa ,Số cổng USB,LAN,Âm thanh,Loại ổ cứng,Kết nối ,Dung lượng,Tốc độ đọc,Hỗ trợ hệ điều hành,Công suất nguồn,Quạt làm mát,Tiêu chuẩn nguồn,Dung lượng ổ cứng,Chất liệu,Tính năng khác,Loại RAM,Bus RAM,Hỗ trợ,Độ trễ,Điện áp,Đèn LED,Nhiệt độ hoạt động,Dòng sản phẩm ,Thế hệ CPU,Số nhân,Số luồng,Tốc độ xử lý ,Cache,Phiên bản PCI Express,Chip đồ họa,Điện năng tiêu thụ,Công nghệ hỗ trợ,Tốc độ ghi,Chất liệu ,Chip AI,Tiến trình sản xuất,Cổng giao tiếp,Kiểu bộ nhớ,Giao diện bộ nhớ,Loại GPU,GPU clock,Giao tiếp PCI,Số lượng đơn vị xử lí ,Tản nhiệt,Đầu cấp nguồn,Nguồn đề xuất,Tốc độ vòng quay,Bộ nhớ đệm,Tuổi thọ quạt,Tiện ích,Dòng điện vào,Công nghệ/Đạt chứng nhận,Công suất
https://cellphones.com.vn/tan-nhiet-nuoc-corsair-icue-link-titan-360-rx-rgb.html,Tản nhiệt nước Corsair iCUE Link Titan 360 RX RGB,Corsair,Liên hệ,tan-nhiet-nuoc-corsair-icue-link-titan-360-rx-rgb,"Mua tản nhiệt nước Corsair iCUE Link Titan 360 RX RGB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Corsair,Tản nhiệt nước,300 - 2100 RPM ±10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/cpu-amd-ryzen-5-5600x.html,CPU AMD Ryzen 5 5600X,AMD,Liên hệ,CPU.AM.48,"Mua CPU AMD Ryzen 5 5600X chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,AMD,,,,,AMD,AM4,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5, AMD Ryzen thế hệ thứ 5,6,12,3.7 - 4.6 GHz,L2: 3 MBL3: 32 MB,4.0,,65W,Công nghệ AMD &quot;Zen 3&quot; Core ArchitectureCông nghệ AMD StoreMI TechnologyCông nghê AMD Ryzen™ Master UtilityCông nghê·AMD Ryzen™ VR-Ready Premium,,,,TSMC 7nm FinFET,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/cpu-amd-ryzen-5-5500gt.html,CPU AMD Ryzen 5 5500GT,AMD,Liên hệ,CPU.AM.46,"Mua CPU AMD Ryzen 5 5500GT chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,AMD,,,,,AMD,AM4,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5, AMD Ryzen thế hệ thứ 5,6,12,3.6 GHz - 4.4 GHz,L2: 3 MBL3: 16 MB,3.0,Radeon™ Graphics,65 W,,,,,TSMC 7nm FinFET,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/quat-led-xigmatek-infinity-pro-3-arctic.html,"Quạt led Xigmatek Infinity Pro 3 Arctic (ARGB, 3 Side Infinity)",XIGMATEK,Liên hệ,quat-led-xigmatek-infinity-pro-3-arctic,"Mua Quạt led Xigmatek Infinity Pro 3 Arctic (ARGB, 3 Side Infinity) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,XIGMATEK,Tản nhiệt khí,1200 RPM ±10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.000 giờ,,,,
https://cellphones.com.vn/vga-asus-tuf-gaming-geforce-rtx-5070-oc-12gb.html,VGA Asus Tuf Gaming Geforce RTX 5070 OC 12GB TUF-RTX5070-O12G-GAMING,ASUS,Liên hệ,VGA.AS.145,"Mua VGA Asus Tuf Gaming Geforce RTX 5070 OC 12GB TUF-RTX5070-O12G-GAMING chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,ASUS,,,,,NVIDIA,,,,,,,,,,12GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GDDR7,192-bit,NVIDIA GeForce RTX 5070,Chế độ OC: lên tới 2640 MHzChế độ mặc định: lên tới 2610 MHz,PCI Express 5.0,6144 CUDA,,1 x 16-pin,750W,,,,,,,
https://cellphones.com.vn/nguon-may-tinh-msi-mag-a750bn-pcie5-750w.html,Nguồn máy tính MSI MAG A750BN PCIE5 750W,MSI,Liên hệ,NMT.MSI.02,"Mua Nguồn máy tính MSI MAG A750BN PCIE5 750W chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,MSI,,,,,,,,,,,,,,,,,,750W,,80 Plus Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-di-dong-ssd-transcend-esd360c-2000mbs-1tb.html,Ổ cứng di động Transcend ESD360C 2000MB/s 1TB,Transcend,Liên hệ,OC.TC.04,"Mua Ổ cứng di động Transcend ESD360C 2000MB/s 1TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Transcend,,,,USB-C ,,,,,,,,,SSD,,,2000 MB/s,Microsoft Windows macOS iOS/iPadOS Linux ChromeOS Android,,,,1TB,,Bộ nhớ flash 3D NANDTiêu chuẩn mã hóa nâng cao (AES) 256 bit Đáp ứng các tiêu chuẩn thử nghiệm thả rơi của quân đội Hoa Kỳ MIL-STD-810G,,,,,,,,,,,,,,,,,,2000 MB/s,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-ssd-transcend-mte310s-m-2-2230-pcie-gen4x4-512gb.html,Ổ cứng SSD Transcend MTE310S M.2 2230 PCIE Gen 4x4 (R 5000/W 3500) 512GB,Transcend,Liên hệ,OC.TC.36.3,"Mua Ổ cứng SSD Transcend MTE310S M.2 2230 PCIE Gen 4x4 (R 5000/W 3500) 512GB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,Transcend,,,,,,,,,,,,,SSD,M2 PCIe,512GB,5000 MB/s,Microsoft Windows 7 trở lênLinux Kernel 2.6.31 trở lên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/cpu-intel-core-ultra-5-225.html,CPU Intel Core Ultra 5 225,Intel,Liên hệ,CPU.IT.87,"Mua CPU Intel Core Ultra U5 225 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Intel,,,,,Intel,FCLGA1851,,,,,,,,,,,,,,,,,,,,,,,,,Core Ultra 5,,10,10,2.7 GHz - 4.9 GHz,L1: 20 MBL2: 22 MB,5.0 và 4.0,Intel® Graphics,65 W (Tối đa 121 W),Intel® 64Intel® Thread DirectorCông Nghệ Intel® Speed ShiftCông nghệ theo dõi nhiệtCông nghệ Intel® Turbo Boost 2.0Công nghệ Intel SpeedStep® nâng caoIntel® Gaussian &amp; Neural Accelerator 3.0,,,Intel AI Boost (13 TOPS),TSMC N3B,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/ram-laptop-kingston-8gb-3200mhz-sodimm-1-2v-cl22.html,RAM Laptop Kingston 1.2V 8GB 3200MHz KVR32S22S8/8,Kingston,Liên hệ,R.KT.20,"Mua ngay RAM laptop Kingston Sodimm 1.2V 8GB 3200MHz CL22 chính hãng, giá ưu đãi, bảo hành 36 tháng, giao hàng tận nơi miễn phí.",,,,,Kingston,,,,,,,,,,,,,,,8GB,,,,,,,,,DDR4,3200MHz,SO-DIMM (Laptop),,1.2v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-di-dong-sandisk-e81-extreme-pro-v2-ssd-2tb-usb-3-2-inch.html,Ổ cứng di động Sandisk E81 Extreme Pro V2 SSD 2TB USB 3.2,Sandisk,Liên hệ,OC.SD.06,"Mua Ổ cứng di động Sandisk E81 Extreme Pro V2 SSD 2TB USB 3.2 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Sandisk,,,,USB 3.2,,,,,,,,,SSD,,,2000 MB/s,Windows 10/11 MacOS,,,,2TB,,Chống nước IP65Bảo mật AES 256-bit Encryption,,,,,,,,,,,,,,,,,,2000 MB/s,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-ssd-samsung-990-pro-pcie-gen-4-0-x4-nvme-1tb.html,Ổ cứng SSD Samsung 990 PRO PCIE Gen 4.0 X4 NVMe (R 7450/W 6900) 1TB,Samsung Chính hãng,Liên hệ,OC.SS.42,"Mua Ổ cứng SSD Samsung 990 PRO PCIE Gen 4.0 X4 NVMe (R 7450/W 6900) 1TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,Samsung Chính hãng,,,,,,,,,,,,,SSD,M2 PCIe,1TB,7450 MB/s ,"Máy tính cá nhân, Máy chơi game",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-di-dong-ssd-samsung-t7-portable-4tb.html,Ổ cứng di động SSD Samsung T7 Portable 4TB,Samsung Chính hãng,Liên hệ,o-cung-di-dong-ssd-samsung-t7-portable-4tb,"Mua Ổ cứng di động SSD Samsung T7 Portable 4TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Samsung Chính hãng,,,,USB 3.2 Gen 2 (10 Gbps),,,,,,,,,SSD,,,1050 MB/s,"Windows, macOS, Android",,,,4TB,Vỏ kim loại,Hỗ trợ chế độ UA SPMã hóa phần cứng AES 256-bitTiêu chuẩn RoHS2Chống rơi ở độ cao lên tới 2 mét,,,,,,,,,,,,,,,,,,1000 MB/s,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/case-may-tinh-msi-mag-forge-130a-airflow-4f-rgb.html,Case máy tính MSI MAG FORGE 130A AIRFLOW 4F RGB,MSI,Liên hệ,CMT.MSI.03,"Mua case máy tính MSI MAG FORGE 130A AIRFLOW 4F RGB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Mid Tower,Mặt trước: 3 x 120 mm / 2 x 140 mmMặt trên: 2 x 120 mm / 2 x 140 mmMặt sau: 1 x 120 mmVỏ bọc PSU: 2 x 120 mm,7,411.6 x 210 x 498 mm,MSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-ssd-transcend-mte410s-m-2-2242-pcie-gen4x4-512gb.html,Ổ cứng SSD Transcend MTE410S M.2 2242 PCIE Gen 4x4 (R 5000/W 3500) 512GB,Transcend,Liên hệ,OC.TC.35.3,"Mua Ổ cứng SSD Transcend MTE410S M.2 2242 PCIE Gen 4x4 (R 5000/W 3500) 512GB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,Transcend,,,,,,,,,,,,,SSD,M2 PCIe,512GB,5000 MB/s,Microsoft Windows 7 hoặc về sauLinux Kernel 2.6.31 hoặc về sau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/vga-asus-prime-geforce-rtx-5060-ti-16gb-oc.html,VGA Asus Prime Geforce RTX 5060 Ti 16GB OC PRIME-RTX5060TI-O16G,ASUS,Liên hệ,VGA.AS.155,"Mua VGA Asus Prime Geforce RTX 5060 Ti 16GB OC PRIME-RTX5060TI-O16G chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,ASUS,,,,,NVIDIA,,,,,,,,,,16GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GDDR7,128-bit,NVIDIA GeForce RTX 5060 Ti,Chế độ OC: 2647 MHzChế độ mặc định: 2617 MHz (Boost Clock),PCI Express 5.0,4608 CUDA,,1 x 8-pin,550W,,,,,,,
https://cellphones.com.vn/case-may-tinh-xigmatek-xs-25-m-atx.html,Case máy tính Xigmatek XS-25 M-ATX,XIGMATEK,Liên hệ,CMT.XM.106,"Mua Case máy tính Xigmatek XS-25 M-ATX chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Mid Tower,Phía sau: 1 x 90 mm hoặc 1 x 80 mm,4 slots,248 × 167 × 338 mm,XIGMATEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 x USB1.0 1 x Audio in/out,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-di-dong-sandisk-fortnite-peely-edition-sdssde30-2t00-g25f-2tb.html,Ổ cứng di động SanDisk Fortnite Peely Edition SDSSDE30-2T00-G25F 2TB,Sandisk,Liên hệ,OC.SD.18,"Mua Ổ cứng di động SanDisk Fortnite Peely Edition SDSSDE30-2T00-G25F 2TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Sandisk,,,,USB 3.2 Gen 2,,,,,,,,,SSD,,,800 MB/s,Windows 10 trở lên MacOS 13 trở lên Sony PlayStation 4/5 Microsoft Xbox Series X | S,,,,2TB,Vòng cao su móc balo,Chống va đập khi rơi từ độ cao lên đến 2 métĐạt chuẩn chống nước và bụi IP55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/mainboard-asus-tuf-gaming-x870-plus-wifi.html,Mainboard ASUS Tuf Gaming X870-PLUS WIFI,ASUS,Liên hệ,MB.AS.225,"Mua Mainboard ASUS Tuf Gaming X870-PLUS WIFI chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,ATX,ASUS,,,,,AMD,AM5,4,DDR5,192GB,Phía sau (10 cổng):2 x USB4®3 x USB-A 10Gbps4 x USB-A 5Gbps1 x USB-A 2.0Phía trước (7 cổng):1 x USB 20Gbps1 x USB 5Gbps (hỗ trợ thêm 2 cổng USB 5Gbps)2 x USB 2.0,1 x Realtek 2.5Gb Ethernet,Realtek ALC1220P 7.1 Surround Sound High Definition Audio CODECChe chắn nhiễu âm thanhTụ âm thanh cao cấpLớp PCB âm thanh riêng biệtNắp bảo vệ âm thanhMạch khử tiếng &quot;pop&quot; độc đáo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/cpu-amd-ryzen-7-5700x-tray.html,CPU AMD Ryzen 7 5700X (Tray),AMD,Liên hệ,CPU.AMD.09,"Mua CPU AMD Ryzen 7 5700X (Tray) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,AMD,,,,,AMD,AM4,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7, AMD Ryzen thế hệ thứ 5,8,16,Cơ bản: 3.4 GHzTối đa: 4.6 GHz,L2: 4 MBL3: 32 MB,4.0,,65W,Công nghệ AMD StoreMI TechnologyCông nghệ AMD Zen 3 Core ArchitectureCông nghệ AMD Ryzen™ VR-Ready Premium,,,,TSMC 7nm FinFET,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/cpu-amd-ryzen-7-7700x.html,CPU AMD Ryzen 7 7700X (WOF),AMD,Liên hệ,CPU.AMD.13,"Mua CPU AMD Ryzen 7 7700X (WOF) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,AMD,,,,,AMD,AM5,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7, AMD Ryzen thế hệ thứ 7,8,16,Xung nhịp cơ bản: 4.5GHzXung nhịp tối đa: lên tới 5.4GHz,Bộ nhớ đệm L1: 512 KBBộ nhớ đệm L2: 8MBBộ nhớ đệm L3: 32MB,PCIe® 5.0,AMD Radeon™ Graphics,105W,,,,,TSMC 5nm FinFET,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/ram-kingston-fury-rgb-ddr5-6000mhz-64gb-kf560c36bbe2ak2-64.html,Ram PC Kingston Fury RGB DDR5 6000MHz 64GB (2*32) KF560C36BBE2AK2-64,Kingston,Liên hệ,R.KS.12,"Mua Ram PC Kingston Fury RGB DDR5 6000MHz 64GB (2*32) KF560C36BBE2AK2-64 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,Kingston,,,,,,,,,,,,,,,64GB,,,,,,,,,DDR5,6000MHz,"DIMM (PC, Desktop)",36-44-44,1.35V,Hỗ trợ LED,0 độ C đến +85 độ C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/cpu-amd-ryzen-7-7800x3d-wof-tray.html,CPU AMD Ryzen 7 7800X3D (Tray),AMD,Liên hệ,cpu-amd-ryzen-7-7800x3d-wof,"Mua CPU AMD Ryzen 7 7800X3D chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,AMD,,,,,AMD,AM5,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 7, AMD Ryzen thế hệ thứ 7,8,16,Xung nhịp cơ bản: 4.2GHzXung nhịp tối đa: lên tới 5GHz,Bộ nhớ đệm L1: 512 KBBộ nhớ đệm L2: 8MBBộ nhớ đệm L3: 96MB,PCIe® 5.0,AMD Radeon™ Graphics,120W,,,,,TSMC 5nm FinFET,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/nguon-may-tinh-asrock-pro-750b-750w.html,Nguồn máy tính ASRock PRO-750B 750W (80 PLUS Bronze),ASRock,Liên hệ,NMT.AR.2,"Mua Nguồn máy tính ASRock PRO-750B 750W (80 PLUS Bronze) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,ASRock,,,,,,,,,,,,,,,,,,750W,120 mm,80 Plus Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/ram-transcend-ddr4-3200mhz-16gb-jm3200hle-16g.html,Ram PC Transcend DDR4 3200MHz 16GB JM3200HLE-16G,Transcend,Liên hệ,R.TC.08,"Mua Ram PC Kingston Fury Beast RGB White DDR5 5600MHz 32GB (2*16GB) chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Transcend,,,,,,,,,,,,,,,16GB,,,,,,,,,DDR4,3200MHz,"DIMM (PC, Desktop)",CL22,1.2V,Không hỗ trợ LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/mainboard-gigabyte-b860m-eagle-wifi6-v2-ddr5.html,Mainboard Gigabyte B860M Eagle WIFI6 V2 D5,Gigabyte,Liên hệ,MB.GB.127,"Mua mainboard Gigabyte B860M Eagle WIFI6 V2 D5 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,micro-ATX,Gigabyte,,,,,Intel,LGA 1851,2,DDR5,128GB,"Chipset: 1 x USB Type-C 3.2 Gen 13 x USB 2.0/1.1 ở mặt sau5 x USB 3.2 Gen 1 (3 cổng ở mặt sau, 2 cổng có sẵn thông qua đầu cắm USB bên trong)CPU: 4 x USB 2.0/1.1 (có sẵn thông qua đầu cắm USB bên trong)",Realtek® 2.5GbE LAN chip (2.5 Gbps/1 Gbps/100 Mbps),Realtek® Audio CODECÂm thanh độ nét caoKênh 2/4/5.1/7.1Hỗ trợ cổng ra S/PDIF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/mainboard-asrock-a520m-ac-d4-am4-wifi.html,Mainboard ASRock A520M/AC D4 AM4 Wifi,ASRock,Liên hệ,MB.AR.38,"Mua Mainboard ASRock A520M/AC D4 AM4 Wifi chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,micro-ATX,ASRock,,,,,AMD,AM4,2,DDR4,64GB,,PCIE x1 Gigabit LAN 10/100/1000 Mb/giây Realtek RTL8111H Hỗ trợ Wake-On-LAN Hỗ trợ Lightning/ESD Protection Hỗ trợ Energy Efficient Ethernet 802.3az Hỗ trợ PXE,Âm thanh HD 7.1 CH (Bộ giải mã âm thanh Realtek ALC887/897) Hỗ trợ bảo vệ chống sét lan truyền,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-di-dong-ssd-synology-beedrive-usb-c-3-2-gen-2-2tb.html,Ổ cứng di động SSD Synology BeeDrive USB-C 3.2 Gen 2 2TB,Synology,Liên hệ,OC.SL.02,"Mua Ổ cứng di động SSD Synology BeeDrive USB-C 3.2 Gen 2 2TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,Synology,,,,USB 3.2 Gen 2 (10 Gbps),,,,,,,,,SSD,,,1050 MB/s,Windows 10 (1809 trở lên) Windows 11 macOS 12 trở lên,,,,2TB,,"Ứng dụng di động BeeDrive (iOS 15 trở lên, Android 10 trở lên)Chứng chỉ RoHS, FCC, CE, BSMI, VCCI, RCM, KC, UKCA, BISChống va đập từ độ cao 2 mét",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-ssd-samsung-990-evo-plus-pcie-gen-4-0-x4-nvme-1tb.html,Ổ cứng SSD Samsung 990 EVO Plus PCIE GEN 4.0 X4 NVMe (R 7250/W 6300) 1TB,Samsung Chính hãng,Liên hệ,OC.SS.45,"Mua Ổ cứng SSD Samsung 990 EVO Plus PCIE GEN 4.0 X4 NVMe (R 7250/W 6300) 1TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",,,,,Samsung Chính hãng,,,,,,,,,,,,,SSD,M2 PCIe,1TB,7250 MB/s,Client PCs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/cpu-amd-ryzen-5-5500.html,CPU AMD Ryzen 5 5500,AMD,Liên hệ,CPU.AM.36,"Mua CPU AMD Ryzen 5 5500 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,AMD,,,,,AMD,AM4,,,,,,,,,,,,,,,,,,,,,,,,,Ryzen 5, AMD Ryzen thế hệ thứ 5,6,12,3.6 - 4.2 GHz,L1: 384 KBL2: 3MBL3: 16 MB,3.0,,65W,Công nghệ AMD StoreMI TechnologyAMD Zen 3 Core ArchitectureCông nghệ AMD Ryzen™ VR-Ready Premium,,,,TSMC 7nm FinFET,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/ram-pny-xlr8-ddr4-3200mhz-heatsink-rgb-8gb.html,RAM PNY XLR8 DDR4 3200MHz Heatsink RGB 8GB,PNY,Liên hệ,ram-pny-xlr8-ddr4-3200mhz-heatsink-rgb-8gb,"Mua Ram PNY XLR8 DDR4 3200MHz Heatsink RGB 8Gb chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, bảo hành uy tín, giao hàng tận nơi toàn quốc.",,,,,PNY,,,,,,,,,,,,,,,8GB,,,,,,,,,DDR4,3200MHz,"DIMM (PC, Desktop)",CL16 ,1.35V,Hỗ trợ LED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/cpu-intel-core-i9-14900.html,CPU Intel Core i9 14900,Intel,Liên hệ,CPU.IT.68,"Mua CPU Intel Core i9 14900 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Intel,,,,,Intel,LGA 1700,,,,,,,,,,,,,,,,,,,,,,,,,Core i9,Intel thế hệ 14,24,32,2.0 - 5.8 GHz,L1: 36 MBL2: 32 MB	,4.05.0,Intel® UHD Graphics 770,65 W (Tối đa 219 W),Công nghệ Intel GNA 3.5Intel® Thread DirectorCông Nghệ Intel® Turbo Boost Max 3.0MCông nghệ Intel® Turbo Boost 2.0Công nghệ Intel® Deep Learning BoostCông nghệ bảo vệ danh tính Intel®,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/mainboard-gigabyte-h810m-h-ddr5.html,Mainboard Gigabyte H810M H D5,Gigabyte,Liên hệ,MB.GB.128,"Mua Mainboard Gigabyte H810M H D5 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,micro-ATX,Gigabyte,,,,,Intel,LGA 1851,2,DDR5,128GB,"Chipset:1 x USB Type-C 3.2 Gen 13 x USB 3.2 Gen 13 x USB 2.0/1.1 (1 cổng ở mặt sau, 2 cổng có sẵn thông qua đầu cắm USB bên trong)CPU: 4 x USB 2.0/1.1 ở mặt sau",Realtek® GbE LAN chip (1 Gbps/100 Mbps/10 Mbps),Realtek Audio CODEC High Definition Audio 2/4/5.1/7.1-channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/o-cung-di-dong-hdd-transcend-1tb-storejet-slim-25m3s-ts1tsj25m3s.html,Ổ cứng di động HDD Transcend StoreJet Slim 25M3S TS1TSJ25M3S 1TB,Transcend,Liên hệ,OC.TC.43,"Mua Ổ cứng di động HDD Transcend StoreJet Slim 25M3S TS1TSJ25M3S 1TB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,Transcend,,,,USB 3.0,,,,,,,,,HDD,,,,Windows 10/11MacOS Linux,,,,1TB,,Tốc độ truyền tải lên đến 100 MB/s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cellphones.com.vn/tan-nhiet-khi-xigmatek-evo.html,Tản nhiệt khí Xigmatek Evo,XIGMATEK,Liên hệ,tan-nhiet-khi-xigmatek-evo,"Mua Tản nhiệt khí Xigmatek Evo chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,XIGMATEK,Tản nhiệt khí,600-1600 RPM +/- 10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhôm,,,,,,,,,,,,,,,20.000 giờ,,,,
