url,ten_san_pham,thuong_hieu,gia_ban,sku,mo_ta_ngan,Kích thước thực tế (bao gồm viền),Tấm nền,Tỉ lệ màn hình,Tần số quét,Thời gian phản hồi,Treo tường,Cổng kết nối,Kích thước,Trọng lượng,Độ phân giải màn hình,Độ tương phản động,Tính năng khác,Chuẩn VESA,Góc xoay dọc,Góc xoay ngang,Kích cỡ màn hình hỗ trợ,Tải trọng màn hình tối đa,Hãng sản xuất,Góc lật màn hình,Độ dày bàn phù hợp,Cổng giao tiếp,Kích thước màn hình
https://cellphones.com.vn/man-hinh-gaming-gigabyte-g25f2-25-inch.html,Màn hình Gaming Gigabyte G25F2 25 inch,Gigabyte,Liên hệ,MH.GB.16,"Mua Màn hình Gaming Gigabyte G25F2 25 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",25 inches,IPS,16:9,200 Hz,1ms,100 x 100 mm,2 x HDMI 2.0 1 x Displayport 1.4 1 x Earphone Jack,Có chân đế: 556.9 x 498.3 x 187.5 mm Không chân đế: 556.9 x 321.5 x 51.3 mm,Có chân đế: 4.34 kg Không chân đế: 2.73 kg,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-samsung-odyssey-oled-g9-g93sd-ls49dg930sexxv-49-inch.html,Màn hình Gaming Samsung Odyssey OLED G9 G93SD LS49DG930SEXXV 49 inch,Samsung,Liên hệ,MH.SS.106,"Mua Màn hình Gaming Samsung Odyssey OLED G9 G93SD LS49DG930SEXXV 49 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",49 inches,OLED,32:9,240 Hz,0.03ms,100 x 100 mm,Display PortHDCP Version (DP)HDMIMicro HDMITai ngheUSB-C Upstream Port (ONLY DATA)USB Type-C Downstream Port,Có chân đế: 1194.7 x 529.3 x 284.1 mmKhông có chân đế: 1194.7 x 365 x 180.8 mm,Có chân đế: 12.9 kgKhông có chân đế: 9.2 kg,5120 x 1440 pixels,"1,000,000:1",,,,,,,,,,,
https://cellphones.com.vn/man-hinh-lg-27up600k-w-27-inch.html,Màn hình LG 27UP600K-W 27 inch,LG,Liên hệ,MH.LG.79,"Mua Màn hình LG 27UP600K-W 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,60 Hz,5ms,,HDMIDisplayPortĐầu ra tai nghe,,,3840 x 2160 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-lg-22u401a-b-22-inch.html,Màn hình LG 22U401A-B 22 inch,LG,Liên hệ,MH.LG.106,"Mua Màn hình LG 22U401A-B 22 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",22 inches,VA,16:9,100 Hz,1ms,100 x 100 mm,D-Sub HDMI,,,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-msi-mag-273qp-qd-oled-x24-27-inch.html,Màn hình Gaming MSI MAG 273QP QD-OLED X24 27 inch,MSI,Liên hệ,MH.MSI.81,"Mua Màn hình Gaming MSI MAG 273QP QD-OLED X24 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,QD-OLED,16:9,240 Hz,0.03ms,100 x 100 mm,1 x Đầu ra tai ngheKhóa Kensington2 x HDMI1 x DisplayPort,Có chân đế: 610.11 x 227.9 x 532.01 mmKhông chân đế: 610.11 x 54.5 x 358.23 mm,Không chân đế: 4.05 kg Có chân đế: 6.7 kg,2560 x 1440 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-samsung-m7-m70f-ls43fm702uexxv-vision-ai-43-inch.html,Màn hình thông minh Samsung M7 M70F LS43FM702UEXXV Vision AI 43 inch,Samsung,Liên hệ,MH.SS.114,"Mua Màn hình thông minh Samsung M7 M70F LS43FM702UEXXV Vision AI 43 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",43 inches,VA,16:9,60 Hz,4ms,200 x 200 mm,1 x HDMI IN 2 (ARC) 1 x HDMI IN 1 1 x USB Type-A Downstream / SERVICE 3 x USB Type-A Downstream 1 x USB Type-C Upstream 1 x POWER,Có chân đế: 965.5 x 629.3 x 247.2 mmKhông chân đế: 965.5 x 559.8 x 25.7 mm,Có chân đế: 10.6 kgKhông chân đế: 8.5 kg,3840 x 2160 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-di-dong-msi-pro-mp161-e2-15-6-inch.html,Màn hình di động MSI Pro MP161 E2 15.6 inch,MSI,Liên hệ,MH.MSI.26,"Màn hình văn phòng MSI Pro MP161 E2 15.6 Inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",15.6 inches,IPS,16:9,60 Hz,4ms,Không hỗ trợ,"2 x USB Type-C, 1 x Mini HDMI",362.26 x 232.92 x 17.8 mm,0.75 Kg,1920 x 1080,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-di-dong-aoc-16t20-16-inch.html,Màn hình di động AOC 16T20 16 inch,AOC,Liên hệ,MH.AOC.37,"Mua Màn hình di động AOC 16T20 16 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",16 inches,IPS,,60 Hz,4ms,,2 x USB-C 1 x Mini HDMI 2.0 Tai nghe,222.4 x 354.2 x 9.6 mm,Không có chân đế: 0.7 kg Có chân đế: 1.1 kg,1920 × 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-e-dra-egm27f144pvs.html,Màn hình E-DRA EGM27F144PVS 27 inch,E-DRA,Liên hệ,MH.ED.49,"Mua Màn hình E-DRA EGM27F144PVS 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,144 Hz,1ms,75 x 75 mm,1 x HDMI + 1 x VGA + DC,690 x 449 x 104 mm (Vỏ hộp),4.5 kg,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-viewsonic-va2432-hw-24-inch.html,Màn hình ViewSonic VA2432-HW 24 inch,ViewSonic,Liên hệ,MH.VS.15,"Mua Màn hình ViewSonic VA2432-HW 24 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",24 inches,IPS,16:9,100 Hz,1ms,75 x 75 mm,"VGA, HDMI",Có chân đế: 540 x 406 x 185  mmKhông chân đế: 540 x 322 x 36 mm,Có chân đế: 2.7 kg kgKhông chân đế: 2.4  kg, 1920 x 1080 ,50.000.000:1,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-di-dong-asus-zenscreen-oled-mq16fc-16-inch.html,Màn hình di động ASUS ZenScreen OLED MQ16FC 16 inch,ASUS,Liên hệ,MH.AS.124,"Mua Màn hình di động ASUS ZenScreen OLED MQ16FC 16 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",16 inches,OLED,16:10,60 Hz,1ms,,2x USB-C (DP Alt Mode) 1x Mini HDMI 1x jack tai nghe,35.9 x 23.3 x 0.9 cm,0.68 kg,1920 x 1200 pixels,"100,000,000:1",,,,,,,,,,,
https://cellphones.com.vn/man-hinh-dell-s2725h-27-inch.html,Màn hình Dell S2725H 27 inch,Dell,Liên hệ,MH.DE.42,"Mua Màn hình Dell S2725H 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,100 Hz,4ms,100 x 100 mm,"2 x HDMI (HDCP1.4) (Hỗ trợ lên đến FHD 1920 x 1080 100Hz, theo quy định trong HDMI1.4)",,,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-acer-nitro-kg270-x1-27-inch.html,Màn hình Gaming Acer Nitro KG270 X1 27 inch,Acer,Liên hệ,MH.AC.14,"Mua Màn hình Gaming Acer Nitro KG270 X1 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",27 inches,IPS,16:9,200 Hz,1ms,,2x HDMI (2.0)  1x DisplayPort (1.4),,,1920 x 1080 pixels,"100,000,000:1",,,,,,,,,,,
https://cellphones.com.vn/man-hinh-di-dong-viewsonic-va1650-16-inch.html,Màn hình di động ViewSonic VA1650 16 inch,ViewSonic,Liên hệ,MH.VS.82,"Mua Màn hình di động ViewSonic VA1650 16 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",16 inches,IPS,16:9,60 Hz,7ms,75 x 75 mm,1 x USB 3.2 Type C DisplayPort Chế độ Alt (Bộ sạc nguồn 65W) 1 x Đầu ra âm thanh 3.5mm 1 x HDMI 1.4 Đầu vào nguồn: USB Type C (chỉ cấp nguồn),Không chân đế: 357.8 x 210.5 x 13.9 mm,Không chân đế: 0.7 kg,1920 x 1080 pixels,50M:1,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-e-dra-egm27q165p-27-inch.html,Màn hình Gaming E-DRA EGM27Q165P 27 inch,E-DRA,Liên hệ,MH.ED.39,"Mua Màn hình Gaming E-DRA EGM27Q165P 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,165 Hz,0.5ms,100 x 100 mm,1 x HDMI + DC, 800 x 116 x 420 mm (Vỏ hộp),4.8 kg,2560 x 1440 pixels,,,,,,,,,,,,
https://cellphones.com.vn/gia-treo-man-hinh-human-motion-t6-pro-dual-17-32in.html,Giá treo màn hình máy tính Human Motion T6 Pro Dual,Humanmotion,Liên hệ,GT.HM.04,"Giá treo Human Motion T6 Pro Dual chính hãng, độ bền cao, thiết kế chắc chắn, giao ngay tận nhà. Mua ngay Human Motion T6 Pro Dual giá tốt!",,,,,,,,,,,,,"75 x 75 mm, 100 x 100 mm",-180°~+180° = 360°,-90°~+90° = 180°,17 - 32 inch (x2),2 - 9 kg (x2),Humanmotion,-55°~+55° = 110°,10~80mm,,
https://cellphones.com.vn/man-hinh-philips-27m2n3800f-dual-mode-27-inch.html,Màn hình gaming Philips 27M2N3800F Dual Mode 27 inch,Philips,Liên hệ,MH.PL.48,"Mua Màn hình gaming Philips 27M2N3800F Dual Mode 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,160Hz,1ms,100 x 100 mm,"1 x HDMI 2.1, 1 x DisplayPort 1.4, Cổng ra tai nghe",Không chân đế: 615 x 369 x 61 mm Có chân đế: 615 x 463 x 216 mm,Không chân đế: 4.45 kg Có chân đế: 5 kg,3840 x 2160 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-viewsonic-va2732-h-100hz-27-inch.html,Màn hình ViewSonic VA2732-H 100Hz 27 inch,ViewSonic,Liên hệ,MH.VS.23,"Mua Màn hình ViewSonic VA2732-H 100Hz 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,100 Hz,4ms,100 x 100 mm,"VGA x 1, HDMI 1.4 x 1", Có chân đế: 615 x 458 x 225mmKhông chân đế: 615 x 364 x 46mm,Có chân đế : 4.1 kgKhông chân đế: 3.6 kg,1920 x 1080,50M : 1,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-msi-pro-mp225-e12vl-22-inch.html,Màn hình MSI PRO MP225 E12VL 22 inch,MSI,Liên hệ,MH.MSI.102,"Mua Màn hình MSI PRO MP225 E12VL 22 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",22 inches,VA,16:9,120 Hz,1ms,100 x 100 mm,1 x HDMI 1.4b (FHD@120Hz) 1 x D-Sub (VGA),Có chân đế: 492.8 x 182.4 x 378.0 mm Không chân đế: 492.8 x 49.9 x 283.1 mm,,1920 x 1080 pixels,100000000:1,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-lg-ultragear-27g850a-b.html,Màn hình Gaming LG UltraGear 27G850A-B,LG,Liên hệ,MH.LG.105,"Mua Màn hình Gaming LG UltraGear 27G850A-B chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,240 Hz,1ms,100 x 100 mm,2 x HDMI 1 x DisplayPort 4 đầu cắm (Âm thanh + Mic) USB Downstream 3.2 Gen1 USB Upstream 3.2 Gen1,Có chân đế: 614.7 x 581.8 x 249.1 mm Không chân đế: 614.7 x 365.4 x 68.1 mm,Có chân đế: 9.4 kg Không chân đế: 5.2 kg,3840 x 2160 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-asus-vu249cfe-m-24-inch.html,Màn hình ASUS VU249CFE-M 24 inch,ASUS,Liên hệ,man-hinh-asus-vu249cfe-m-24-inch,"Mua Màn hình ASUS VU249CFE-M 24 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",23.8 inches,IPS,16:9,100 Hz,1ms,75 x 75 mm,1x USB-C (DP Alt Mode) 1x HDMI(v1.4) Đầu cắm Tai nghe USB-C Power Delivery :15W,Kích thước sản phẩm: 53.9 x 44.3 x 18.9 cm  (W x H x D) Không chân đế: 53.9 x 32.2 x 18.9 cm  (W x H x D),Có chân đế: 4.0 kg Không có chân đế: 3.5 kg ,1920 x 1080 pixels,1300:1 (Typ.),,,,,,,,,,,
https://cellphones.com.vn/man-hinh-asus-vu249cfe-24-inch.html,Màn hình ASUS VU249CFE 24 inch,ASUS,Liên hệ,man-hinh-asus-vu249cfe-24-inch,"Mua Màn hình ASUS VU249CFE 24 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",24 inches,IPS,16:9,100 Hz,1ms,75 x 75 mm,1x USB-C (DP Alt Mode) 1x HDMI(v1.4) Đầu cắm Tai nghe USB-C Power Delivery :15W,Có chân đế: 53.9 x 44.3 x 18.9 cmKhông có chân đế: 53.9 x 32.2 x 4.7 cm,Có chân đế: 4.0 kgKhông có chân đế: 3.5 kg,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-asus-tuf-vg279qe5a-27-inch.html,Màn hình Gaming ASUS TUF VG279QE5A 27 inch,ASUS,Liên hệ,MH.AS.88,"Mua Màn hình Gaming ASUS TUF VG279QE5A 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,146 Hz,1ms,100 x 100 mm,1x DisplayPort 1.2 1x HDMI(v2.0) Giắc cắm tai nghe,Có chân đế: 61.5 x 45.3 x 19.3 cm  Không có chân đế: 61.5 x 36.9 x 6.0 cm,Có chân đế: 4.4 kg  Không có chân đế: 3.6 kg,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-viewsonic-va2432-h-2-24-inch.html,Màn hình ViewSonic VA2432-H-2 24 inch,ViewSonic,Liên hệ,MH.VS.84,"Mua Màn hình ViewSonic VA2432-H-2 24 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",24 inches,IPS,16:9,100 Hz,1ms,75 x 75 mm,1x VGA 1x HDMI 1.4,Không chân đế: 540.45 x 322.05 x 35.95 mm,Không chân đế: 2.4 kg,1920 x 1080 pixels,50M:1,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-samsung-odyssey-neo-g9-g95nc-ls57cg952-57-inch.html,Màn hình Samsung Gaming Odyssey NEO G9 G95NC LS57CG952 57 inch,Samsung,Liên hệ,MH.SS.58,"Màn hình Samsung Gaming Odyssey NEO G9 G95NC LS57CG952 57 inch giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",57 inches,VA,32:9,240 Hz,1ms,100 x 100 mm,1 x Display Port (Version 2.1)3 X HDMI (Version 2.1)1 x Headphone Port 2 x USB Hub Ports (Version 3.0),1327.5 x 601.0 x 499.6 (mm) bao gồm chân đế,Có chân đế 19.0 kgKhông có chân đế 15.4 kg,7.680 x 2.160 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-msi-mag-274f-27-inch.html,Màn hình Gaming MSI MAG 274F 27 inch,MSI,Liên hệ,MH.MSI.70,"Mua Màn hình Gaming MSI MAG 274F 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,200 Hz,0.5ms,100 x 100 mm,1x HDMI 2.0b (FHD@200Hz) 1x DisplayPort 1.2a (HBR2)1x Headphone-out,Có chân đế: 613.5 x 249.7 x 438.5 mmKhông có chân đế: 613.5 x 62.1 x 362.5 mm,4.2 kg / 6.25 kg,1920 x 1080 pixels,100000000:1,,,,,,,,,,,
https://cellphones.com.vn/gia-treo-man-hinh-hyperwork-t6-pro-dual-v2.html,Giá treo màn hình HyperWork T6 Pro Dual V2 17-32 inch,HyperWork,Liên hệ,gia-treo-man-hinh-hyperwork-t6-pro-dual-v2,"Mua Giá treo màn hình HyperWork T6 Pro Dual V2 17-32 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",,,,,,,,,,,,,"75 x 75 mm, 100 x 100 mm",+55° ~ -55°, +90° ~ -90°,17 - 32 inch,2-9 kg/màn,HyperWork, +180° ~ -180°,,,
https://cellphones.com.vn/man-hinh-gaming-lg-ultragear-27g440a-b-27-inch.html,Màn hình Gaming LG UltraGear 27G440A-B 27 inch,LG,Liên hệ,MH.LG.109,"Mua Màn hình Gaming LG UltraGear 27G440A-B 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,240 Hz,1ms,100 x 100 mm,2x HDMI 2.0  1x DisplayPort 1.4 (hỗ trợ DSC)Đầu ra tai nghe  3 cực (Chỉ âm thanh),Không chân đế: 614.2 x 364.8 x 51.7 mmCó chân đế: 614.2 x 540.7 x 220 mm,Không chân đế: 4 kgCó chân đế: 6.5 kg,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-philips-27m2n3500uk-27-inch.html,Màn hình Philips 27M2N3500UK 27 inch,Philips,Liên hệ,MH.PL.42,"Mua Màn hình Philips 27M2N3500UK 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,300 Hz,0.3ms,100 x 100 mm,1x HDMI 2.1  1x DisplayPort 1.4,Không chân đế: 614 x 368 x 60 mm Có chân đế: 614 x 463 x 216 mm,Không chân đế: 3.73 kg Có chân đế: 4.28 kg,2560 x 1440 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-aoc-agon-ag275qxe-74-27-inch.html,Màn hình Gaming AOC Agon AG275QXE/74 27 inch,AOC,Liên hệ,MH.AOC.28,"Mua màn hình Gaming AOC Agon AG275QXE/74 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,170 Hz,1ms,100 x 100 mm,2x HDMI 2.02x DisplayPort 1.42x USB 3.2 Gen11x mini USB (cho bàn phím),Có chân đế: 411.1~561.1 (H) × 613.4 (W) × 231.8 (D) mmKhông chân đế: 365.7 (H) × 613.4 (W) × 50.3 (D) mm,Có chân đế: 6.45 kgKhông chân đế: 4.41 kg,2560 × 1440,80 Million : 1,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-asus-vu249cfe-b-24-inch.html,Màn hình ASUS VU249CFE-B 24 inch,ASUS,Liên hệ,man-hinh-asus-vu249cfe-b-24-inch,"Mua Màn hình ASUS VU249CFE-B 24 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",23.8 inches,IPS,16:9,100 Hz,1ms,75 x 75 mm,1x USB-C (DP Alt Mode) 1x HDMI(v1.4) Đầu cắm Tai nghe USB-C Power Delivery :15W,Kích thước sản phẩm: 53.9 x 44.3 x 18.9 cm  (W x H x D) Không chân đế: 53.9 x 32.2 x 18.9 cm  (W x H x D),Có chân đế: 4.0 kg Không có chân đế: 3.5 kg ,1920 x 1080 pixels,1300:1 (Typ.),,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-msi-mpg-321urxw-qd-oled-32-inch.html,Màn hình Gaming MSI MPG 321URXW QD-OLED 32 inch,MSI,Liên hệ,MH.MSI.78,"Mua Màn hình Gaming MSI MPG 321URXW QD-OLED 32 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",32 inches,QD-OLED,16:9,240 Hz,0.03ms,100 x 100 mm,1 x USB Type C (DisplayPort Alternate)1 x Headphone-out2 x USB 3.2 Gen 1 Type A1 x USB 3.2 Gen 1 Type BKensington Lock2 x HDMI1 x DisplayPort,Có chân đế: 718 x 242 x 483 mm Không chân đế: 718 x 69 x 418 mm,Có chân đế: 9.6 kg Không có chân đế: 6.7 kg,3840 x 2160 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-viewsonic-va3209-2k-mhd-32-inch.html,Màn hình ViewSonic VA3209-2K-MHD 32 inch,ViewSonic,Liên hệ,MH.VS.013,"Mua Màn hình ViewSonic VA3209-2K-MHD 32 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",32 inches,IPS,16:9,75 Hz,4ms,100 x 100 mm,"VGA, HDMI 1.4 x 2",Có chân đế: 714 x 520 x 231 mmKhông chân đế: 714 x 428 x 59 mm,Có chân đế: 7.3 kgKhông chân đế: 6.1 kg,2560 x 1440,50M : 1,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-lg-gaming-ultragear-27gp750.html,Màn hình Gaming LG Ultragear 27GP750,LG,Liên hệ,TBVP.150,"Mua Màn hình LG Gaming Ultragear 27GP750 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,240 Hz,1ms,100 x 100 mm,,,,,,,,,,,,,,,HDMI DisplayPort Headphone Out,
https://cellphones.com.vn/man-hinh-dell-p2725h-27-inch.html,Màn hình Dell P2725H 27 inch,Dell,Liên hệ,MH.DE.49,"Mua Màn hình Dell P2725H 27 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,100 Hz,5ms,,"1 × HDMI 1.4 (HDCP 1.4, hỗ trợ tối đa FHD @ 100Hz) 1 × DisplayPort 1.2 (HDCP 1.4) 1 × VGA 1 × USB 3.2 Gen 1 Type-B (Upstream) 3 × USB 3.2 Gen 1 Type-A (Downstream) 1 × USB 3.2 Gen 1 Type-C (Downstream, sạc 15W, chỉ truyền dữ liệu)",Không chân đế: 35.5 × 61.1 × 5.0 cmCó chân đế: 38.6 ~ 53.5 × 61.1 × 19.2 cm,Không chân đế: 3.99 kg,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-samsung-viewfinity-s8-ls27d804-27-inch.html,Màn hình Samsung ViewFinity S8 LS27D804 27 inch,Samsung,Liên hệ,man-hinh-samsung-viewfinity-s8-ls27d804-27-inch,"Mua màn hình Samsung ViewFinity S8 LS27D804 27 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,60 Hz,5ms,100 x 100 mm,"Display Port, USB-C, HDMI, Ethernet (LAN), tai nghe",Có chân đế: 612.9 x 556.6 x 220 mm (RxCxD)Không có chân đế: 612.9 x 367.7 x 41.6 mm (RxCxD),Có chân đế: 6.1 kgKhông chân đế: 3.7 kg,3840 x 2160 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-dell-p2425h-24-inch.html,Màn hình Dell P2425H 24 inch,Dell,Liên hệ,MH.DE.33,"Mua Màn hình Dell P2425H 24 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",24 inches,IPS,16:9,100 Hz,5ms,100 x 100 mm,1x HDMI 1.4 (Hỗ trợ lên đến FHD 1920 x 1080 100Hz TMDS theo quy định trong HDMI 1.4) 1x DP 1.2 (HDCP 1.4) 1x VGA 1x USB 3.2 Gen1 Type-B ngược dòng 3x USB 3.2 Gen1 Type-A hạ lưu 1x USB 3.2 Gen1 Type-C hạ lưu với PD lên đến 15W,Có chân đế: 36.3 - 49.6 x 53.8 x 18.1 cm Không có chân đế: 31.4  x 53.8 x 5.0 cm,3.1 kg,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-gaming-philips-24m2n3200nf-24-inch.html,Màn hình Gaming Philips 24M2N3200NF 24 inch,Philips,Liên hệ,MH.PL.33,"Mua Màn hình Gaming Philips 24M2N3200NF 24 inch chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",24 inches,IPS,16:9,144 Hz,1ms,100 x 100 mm,1x HDMI 1.4  1x DisplayPort 1.4Cổng ra tai nghe,Không chân đế: 544 x 321 x 50 mmCó chân đế: 544 x 433 x 216 mm,Không chân đế: 2.5 kgCó chân đế: 3.04 kg,1920 x 1080 pixels,,,,,,,,,,,,
https://cellphones.com.vn/man-hinh-lenovo-l27q-4a-27-inch-67bfgac6vn.html,Màn hình Lenovo L27Q-4A 27 inch 67BFGAC6VN,Lenovo,Liên hệ,MH.LNV.10,"Mua Màn hình Lenovo L27Q-4A 27 inch 67BFGAC6VN chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",27 inches,IPS,16:9,100 Hz,1ms,100 x 100 mm,"2x HDMI 2.1 TMDS, 1x DP 1.4",Có chân đế: 613.2 x 196.2 x 571.6 mm Không có chân đế: 613.2 x 41.0 x 356.7 mm,Có chân đế: 5.65 kg Không có chân đế: 3.91 kg,"2560 x 1440 pixels, 109dpi",1500:1,,,,,,,,,,,
