url,ten_san_pham,thuong_hieu,gia_ban,sku,mo_ta_ngan,Loại card đồ họa,Dung lượng RAM,Loại RAM,Số khe ram,Ổ cứng,Kích thước màn hình,Công nghệ màn hình,Pin,Hệ điều hành,Độ phân giải màn hình,Loại CPU,Cổng giao tiếp,Chip AI,Socket,Treo tường,Tính năng khác
https://cellphones.com.vn/apple-macbook-air-13-m4-10cpu-10gpu-16gb-512gb-2025-sac-70w.html,MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB Sạc 70W | Chính hãng Apple Việt Nam,Apple,Liên hệ,apple-macbook-air-13-m4-10cpu-10gpu-16gb-512gb-2025-sac-70w,"Mua ngay MacBook Air M4 13 inch 2025 10CPU 10GPU 16GB 512GB Sạc 70W giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",GPU 10 lõi Neural Engine 16 lõi Công nghệ dò tia tốc độ cao bằng phần cứngBăng thông bộ nhớ 120GB/s,16GB,,,512GB ,13.6 inches,Màn hình Liquid Retina Có đèn nền LEDMật độ 224 pixel mỗi inchĐộ sáng 500 nitHỗ trợ một tỷ màuDải màu rộng (P3)Công nghệ True Tone,Thời gian xem video trực tuyến lên đến 18 giờThời gian duyệt web trên mạng không dây lên đến 15 giờPin Li-Po 53.8 watt‑giờ tích hợp,macOS,2560 x 1664 pixels,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện ,Cổng sạc MagSafe 3 Jack cắm tai nghe 3.5 mm Hai cổng Thunderbolt 4 (USB-C) hỗ trợ: Sạc  / DisplayPort / Thunderbolt 4 (lên đến 40Gb/s) / USB 4 (lên đến 40Gb/s),,,,
https://cellphones.com.vn/laptop-lenovo-yoga-slim-7-14ill10-83jx0086vn.html,Laptop Lenovo Yoga Slim 7 14ILL10 83JX0086VN,Lenovo,Liên hệ,laptop-lenovo-yoga-slim-7-14ill10-83jx0086vn,"Mua ngay Laptop Lenovo Yoga Slim 7 14ILL10 83JX0086VN giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel Arc Graphics 130V,16GB,LPDDR5x-8533 Onboard,Không nâng cấp,"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD)",14 inches,Độ sáng 1100nits (peak) / 500nits (typical)  Độ phủ màu 100% DCI-P3 Eyesafe Dolby Vision DisplayHDR True Black 1000 X-Rite PureSight Pro,"70Wh, 65W USB-C Slim (2-pin, Wall-mount)","Windows 11 Home Single Language, English + Microsoft 365 Basic + Office Home 2024",2880 x 1800 pixels,"Intel Core Ultra 5 226V, 8 lõi (4P + 4LPE) / 8 luồng, Max Turbo up to 4.5GHz, 8MB","1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Luôn bật 2x USB-C (Thunderbolt 4 / USB4 40Gbps), với USB PD 3.0 và DisplayPort 2.1 1x HDMI 2.1, lên đến 4K/60Hz 1x giắc cắm kết hợp tai nghe / micrô (3.5 mm) 1x đầu đọc thẻ nhớ microSD","Intel AI Boost, up to 40 TOPS",,,
https://cellphones.com.vn/laptop-msi-katana-15-b13vek-2256vn-32gb.html,Laptop MSI Katana 15 B13VEK-2256VN V2,MSI,Liên hệ,laptop-msi-katana-15-b13vek-2256vn-32gb,"Mua ngay Laptop MSI Katana 15 B13VEK-2256VN giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel UHD Graphics + NVIDIA GeForce RTX 4050 6GB GDDR6,32GB,DDR5 5200MHz,"2 khe (2x 16GB, Hỗ trợ nâng cấp tối đa 64GB)",1x 512GB M.2-2280 SSD slot (NVMe PCIe Gen4x4) (Hỗ trợ nâng cấp: 1x M.2 SSD slot (NVMe PCIe Gen4)),15.6 inches,Độ phủ màu 45% NTSCMàn hình chống chói,"3-cell, 53.5WHr",Windows 11 Home,1920 x 1080 pixels (FullHD),Intel Core i7-13620H,1x Type-C (USB3.2 Gen1 / DisplayPort) 2x Type-A USB3.2 Gen1 1x Type-A USB2.0 1x HDMI (4K @ 30Hz) 1x RJ45 1x Mic-in/Headphone-out Combo Jack,,,,
https://cellphones.com.vn/laptop-dell-inspiron-n3510-pentium.html,Laptop Dell Inspiron N3510 Pentium,Dell,Liên hệ,laptop-dell-inspiron-n3510-pentium,"Mua ngay Laptop Dell Inspiron N3510 Pentium giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel UHD Graphics 605,4GB,DDR4,,SSD 128 GB,15.6 inches,Wide-Viewing Angle (WVA),Lithium polymer 3 Cell ,Windows 10,1366 x 768 pixels,Intel Pentium N5030,1 Card reader1 DC-in jack1 HDMI1 Jack 3.5 mm1 USB 2.02 USB 3.0,,,,
https://cellphones.com.vn/laptop-lenovo-legion-pro-7-16iax10h-83f500jgvn.html,Laptop Lenovo Legion Pro 7 16IAX10H 83F500JGVN,Lenovo,Liên hệ,laptop-lenovo-legion-pro-7-16iax10h-83f500jgvn,"Mua ngay Laptop Lenovo Legion Pro 7 16IAX10H 83F500JGVN giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.","NVIDIA GeForce RTX 5070 Ti 12GB GDDR7, Boost Clock 2220MHz, TGP 140W, 992 AI TOPS",32GB,CSODIMM DDR5-6400,"2 khe (2 x 16GB, tối đa 32GB DDR5-6400)","1TB SSD M.2 2242 PCIe 4.0x4 NVMe, tối đa 2TB",16 inches,Độ sáng 500 nits (điển hình) / 1100 nits (đỉnh) Độ phủ màu 100% DCI-P3 Chuẩn DisplayHDR True Black 1000 Dolby Vision G-SYNC Giảm ánh sáng xanh Hiệu năng chơi game cao Chống nhấp nháy,"80Wh, 400W Slim Tip (3-pin)","Windows 11 Home Single Language, English + Office Trial + Lenovo AI Now",2560 x 1600 (WQXGA),"Intel Core Ultra 9 275HX, 24 lõi (8P + 16E) / 24 luồng, Max Turbo up to 5.4GHz, 36MB Intel Smart Cache","3 x USB-A (2 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 2 – Always On) 2 x USB-C (1 x USB 3.2 Gen 2, 1 x Thunderbolt 4 / USB4 – hỗ trợ DisplayPort 2.1, Sạc) 1 x HDMI 2.1 (tối đa 8K/60Hz) 1 x Ethernet (2.5GbE RJ-45) 1 x jack 3.5mm 1 x cổng nguồn","Intel AI Boost, up to 13 TOPS ",,,
https://cellphones.com.vn/laptop-msi-modern-14-b11mou-849vn.html,Laptop MSI Modern 14 B11MOU-849VN,MSI,Liên hệ,laptop-msi-modern-14-b11mou-849vn,"Mua ngayLaptop MSI Modern 14 B11MOU-849VN  giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel UHD Graphics,8GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),," 256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",14 inches,250 nits   Chống chói Anti Glare &gt;   Công nghệ IPS   LED Backlit," 3-cell Li-ion, 39 Wh",Windows 10 Home SL,1920 x 1080 pixels (FullHD),Core i3 Tiger Lake - 1115G4,2 x USB 3.2   HDMI   Jack tai nghe 3.5 mm  USB Type-C,,,,
https://cellphones.com.vn/laptop-dell-inspiron-15-3520-n3520-i5u165w11blu.html,Laptop Dell Inspiron 15 3520 N3520-I5U165W11BLU,Dell,Liên hệ,laptop-dell-inspiron-15-3520-n3520-i5u165w11blu,"Mua ngay Laptop Dell Inspiron 15 3520 N3520-I5U165W11BLU giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel UHD Graphics,16GB,DDR4 2666MHz,"2 khe (8GB + 8GB, nâng cấp tối đa 16GB)",512GB M.2 PCIe NVMe SSD,15.6 inches,Độ sáng 250 nits Màn hình chống chói LED Backlit Màn hình viền mỏng,"3-Cell Battery, 41WHr",Windows 11 Home Single Language English + Microsoft Office Home and Student 2021,1920 x 1080 pixels (FullHD),"Intel Core i5-1235U (12MB Cache, up to 4.4 GHz)",2x USB 3.2 Gen 1 1x Tai nghe (tai nghe và micro kết hợp) 1x HDMI 1.4 1x Khe cắm thẻ SD,,,,
https://cellphones.com.vn/apple-studio-display-27-5k-chan-de-co-dinh-man-nano-2026.html,Apple Studio Display 27 5K Chân Đế Cố Định Màn Nano 2026 | Chính hãng Apple Việt Nam,Apple,Liên hệ,apple-studio-display-27-5k-chan-de-co-dinh-man-nano-2026,"Mua ngay Apple Studio Display 27 5K Chân Đế Cố Định Màn Nano 2026 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",,,,,,27 inches,Mặt kính Nano-textureMàn hình Retina  Độ sáng 600 nit Hỗ trợ một tỷ màu Dải màu rộng (P3) Công nghệ True Tone,,,5120 x 2880 pixels,,"2x Thunderbolt 5 (120Gb/s), 1 cổng ngược dòng dành cho thiết bị chính (96W), 1 cổng xuôi dòng để kết nối phụ kiện tốc độ cao hoặc kết nối chuỗi các màn hình khác  2x USB-C (10Gb/s) để kết nối các thiết bị ngoại vi, lưu trữ và kết nối mạng",,,100 x 100 mm,
https://cellphones.com.vn/laptop-hp-250r-g9-c40lhat.html,Laptop HP 250R G9 C40LHAT,HP,Liên hệ,laptop-hp-250r-g9-c40lhat,"Mua ngay Laptop HP 250R G9 C40LHAT giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel Graphics,8GB,DDR4 3200MHz,2 khe (1 x 8GB),512GB SSD PCIe (M.2 2280),15.6 inches,Màn hình chống chóiViền mỏng,3 Cell Int (41.04Wh),Windows 11 Home Single Language 64-bit,1920 x 1080 pixels (FullHD),Intel Core 3 100U (6 lõi) - Max Turbo Frequency: 4.70 GHz,"2 x USB 3.2 Gen 1 Type-A 1 x USB 3.2 Gen 2 Type-C (Power Delivery, DisplayPort) 1 x HDMI 1 x RJ45 (LAN) 1 x Jack tai nghe/mic 3.5 mmSD Card",,,,
https://cellphones.com.vn/macbook-pro-14-inch-m5-10-cpu-10-gpu-24gb-512gb.html,MacBook Pro 14 M5 10CPU 10GPU 24GB 512GB | Chính hãng Apple Việt Nam,Apple,Liên hệ,macbook-pro-14-inch-m5-10-cpu-10-gpu-24gb-512gb,"Mua ngay MacBook Pro 14 M5 10CPU 10GPU 24GB 512GB giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",GPU 10 lõi Neural Engine 16 lõi,24GB,,,512GB,14.2 inches,"Liquid Retina XDR Tỷ lệ tương phản 1.000.000:1 Độ sáng XDR 1.000 nit toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR) Độ sáng SDR 1.000 nit (ngoài trời) 1 tỷ màu Dải màu rộng (P3) Công nghệ True Tone Công nghệ ProMotion",Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ Pin Li-Po 72.4 watt-giờ,macOS,3024 x 1964 pixels ,Chip Apple M5 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Khe thẻ nhớ SDXC Cổng HDMI Jack cắm tai nghe 3.5 mm Cổng MagSafe 3 Ba cổng Thunderbolt 4 (USB‑C) hỗ trợ: Sạc / DisplayPort / Thunderbolt 4 (lên đến 40Gb/s) / USB 4 (lên đến 40Gb/s),Apple Intelligence,,,
https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-45-r6ev-nhqbmsv-006.html,Laptop Gaming Acer Nitro 5 AN515-45-R6EV NH.QBMSV.006,Acer,Liên hệ,laptop-gaming-acer-nitro-5-an515-45-r6ev-nhqbmsv-006,"Mua ngay Laptop Gaming Acer Nitro 5 AN515-45-R6EV NH.QBMSV.006 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",NVIDIA GeForce GTX 1650,16GB,"DDR4 3200 MHz, tối đa 32GB",2 khe (1 khe 8 GB + 1 khe rời),SSD 512GB,15.6 inches,"TFT, Tấm nền IPS, LED Backlit, Acer ComfyView, 144 Hz","4-cell Li-ion, 57 Wh",Windows 11 Home SL,1920 x 1080 pixels (FullHD), AMD Ryzen 5 - 5600H,3 x USB 3.2Jack tai nghe 3.5 mmHDMILAN (RJ45)USB Type-C,,,,
https://cellphones.com.vn/laptop-hp-250-g10-b3wa7at.html,Laptop HP 250 G10 B3WA7AT,HP,Liên hệ,laptop-hp-250-g10-b3wa7at,"Mua ngay Laptop HP 250 G10 B3WA7AT giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel UHD Graphics,8GB,DDR4/ 3200MHz,2 khe (1 x 8GB),512GB SSD PCIe (M.2 2280),15.6 inches,Màn hình chống chói,3 Cell Int (41.04Wh),Windows 11 Home Single Language 64-bit,1920 x 1080 pixels (FullHD),Intel Core i5-1334U (10 lõi) - Max Turbo Frequency: 4.60 GHz,2 x USB 3.2 Gen 1 Type-A 1 x USB 3.2 Gen 1 Type-C 1 x HDMI 1 x Jack tai nghe/mic 3.5 mm,,,,
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14arp10-83k600a8vn.html,Laptop Lenovo IdeaPad Slim 3 14ARP10 83K600A8VN,Lenovo,Liên hệ,laptop-lenovo-ideapad-slim-3-14arp10-83k600a8vn,"Mua ngay Laptop Lenovo IdeaPad Slim 3 14ARP10 83K600A8VN giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",AMD Radeon 660M Graphics,16GB,DDR5-4800,"2 khe (8GB Soldered + 8GB SODIMM, nâng cấp tối đa 24GB (8GB soldered + 16GB SODIMM))","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Hai khe cắm M.2 2242 PCIe 4.0 x4, tối đa 1TB)",14 inches,Màn hình chống chóiĐộ sáng 300nits Độ phủ màu 45% NTSC,"50Wh, 65W Round Tip (3-pin)","Windows 11 Home Single Language, English",1920 x 1200 pixels (WUXGA),"AMD Ryzen 5 7535HS (6 lõi / 12 luồng, 3.3 / 4.55GHz, 3MB L2 / 16MB L3)","2 x USB-A (USB 5Gbps / USB 3.2 Gen 1)  1 x USB-C (USB 5Gbps / USB 3.2 Gen 1), hỗ trợ USB PD 45-65W và DisplayPort 1.2 1 x HDMI 1.4 1 x Giắc cắm tai nghe/micro kết hợp (3.5mm) 1 x Đầu đọc thẻ SD 1 x Đầu nối nguồn tròn",,,,
https://cellphones.com.vn/laptop-dell-vostro-5581-70175952.html,Laptop Dell Vostro 5581 (70175952),Dell,Liên hệ,laptop-dell-vostro-5581-70175952,"Mua ngay Laptop Dell Vostro 5581 (70175952) giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel UHD Graphics,4GB,"DDR4, 2666 MHz",,HDD 1 TB,15.6 inches,,,Windows 10,1920 x 1080 pixels (FullHD),Intel Core I5 -8265U,,,,,
https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tp3402va-lz632w.html,Laptop ASUS Vivobook S 14 FLIP TP3402VA-LZ632W,ASUS,Liên hệ,laptop-asus-vivobook-s-14-flip-tp3402va-lz632w,"Mua ngay Laptop ASUS Vivobook S 14 FLIP TP3402VA-LZ632W giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel UHD Graphics,16GB,DDR4,8GB DDR4 on board + 8GB DDR4 SO-DIMM (Có thể nâng cấp; Cần tháo vỏ dưới/trên),512GB M.2 NVMe PCIe 4.0 SSD,14 inches,Độ sáng 300nitsĐộ phủ màu 45% NTSC TÜV Rheinland-certifiedWith stylus support,"50WHrs, 3S1P, 3-cell Li-ion",Windows 11 Home,1920 x 1200 pixels (WUXGA),"Intel Core i5-13420H 2.1 GHz (12MB Cache, up to 4.6 GHz, 8 lõi, 12 luồng)",1x USB 2.0 Type-A (480Mbps) 1x USB 3.2 Gen 2 Type-A (10Gbps) 1x USB 3.2 Gen 2 Type-C hỗ trợ hiển thị/cung cấp điện (10Gbps) 1x HDMI 2.1 TMDS 1x Giắc cắm âm thanh kết hợp 3.5mm 1x DC-in,,,,
https://cellphones.com.vn/laptop-asus-vivobook-s-14-oled-s5406ma-pp136w.html,Laptop ASUS VivoBook S 14 OLED S5406MA-PP136W,ASUS,Liên hệ,laptop-asus-vivobook-s-14-oled-s5406ma-pp136w,"Mua ngay Laptop ASUS VivoBook S 14 OLED S5406MA-PP136W giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel Arc Graphics,16GB,LPDDR5X Onboard,,1TB M.2 NVMe PCIe 4.0 SSD,14 inches,Độ sáng tối đa 600nits HDRGam màu 100% DCI-P3Tỷ lệ tương phản 1.000.000:1Ánh sáng xanh ít gây hại hơn 70%1.07 tỷ màu,"75WHrs, 4S1P, 4-cell Li-ion",Windows 11 Home,2880 x 1800 pixels,"Intel Core Ultra 5 125H 1.2 GHz (18MB Cache, up to 4.5 GHz, 14 lõi, 18 luồng)",2x USB 3.2 Gen 1 Type-A2x Thunderbolt 4 (Display / Sạc)1x HDMI 2.1 TMDS1x 3.5mm Combo Audio JackĐầu đọc thẻ Micro SD,,,,
https://cellphones.com.vn/laptop-dell-15-dc15250-i5u165w11slu.html,Laptop Dell 15 DC15250 I5U165W11SLU,Dell,Liên hệ,laptop-dell-15-dc15250-i5u165w11slu,"Mua ngay Laptop Dell 15 DC15250 I5U165W11SLU giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel UHD Graphics,16GB,DDR4 2666MHz,2 khe (1 x 16GB),512GB SSD PCIe Gen4x4 (M.2 2230),15.6 inches,Màn hình chống chói,"Pin liền, 3-Cell Battery, 41WHr","Windows 11 Home + Office Home 2024 + 1 năm sử dụng Microsoft 365 Basic (miễn phí 1 năm, hết phải gia hạn)",1920 x 1080 pixels (FullHD),"Intel Core i5-1334U (12MB Cache, Turbo Boost 4.6GHz)",1x USB 3.2 Gen 1 1x USB 2.0 1x USB 3.2 Gen 1 Type-C 1x HDMI 1.4 1x Khe cắm thẻ SD 1x Cổng âm thanh đa năng,,,,
https://cellphones.com.vn/laptop-lenovo-ideapad-slim-5-14imh10-83v6001hvn.html,Laptop Lenovo IdeaPad Slim 5 14IMH10 83V6001HVN,Lenovo,Liên hệ,laptop-lenovo-ideapad-slim-5-14imh10-83v6001hvn,"Mua ngay Laptop Lenovo IdeaPad Slim 5 14IMH10 83V6001HVN giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel Arc Graphics,32GB,DDR5-5600,"2 khe (2 x 16GB, nâng cấp tối đa 32GB DDR5-5600)","512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Hỗ trợ tối đa hai ổ đĩa, 2 ổ SSD M.2, tối đa 1TB)",14 inches,Độ sáng 400nits  Độ phủ màu 100% DCI-P3 DisplayHDR True Black 500,"60Wh, 65W USB-C Slim (2-pin, Wall-mount)","Windows 11 Home Single Language, English",1920 x 1200 pixels (WUXGA),"Intel Core Ultra 5 135H, 14 lõi (4P + 8E + 2LPE) / 18 luồng, Max Turbo up to 4.6GHz, 18MB Intel Smart Cache","1 x USB-A (USB 5Gbps), luôn bật  1 x USB-A (USB 5Gbps) 2 x USB-C (USB 10Gbps), hỗ trợ USB PD 3.0 và DisplayPort 1.4 1 x HDMI 2.1, hỗ trợ độ phân giải lên đến 4K/60Hz 1 x Giắc cắm tai nghe/micro kết hợp (3.5mm) 1 x Đầu đọc thẻ microSD","Intel AI Boost, up to 11 TOPS",,,
https://cellphones.com.vn/macbook-pro-14-inch-m5-16gb-512gb.html,MacBook Pro 14 M5 10CPU 10GPU 16GB 512GB | Chính hãng Apple Việt Nam,Apple,Liên hệ,macbook-pro-14-inch-m5-16gb-512gb,"Mua ngay MacBook Pro 14 M5 10CPU 10GPU 16GB 512GB giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",GPU 10 lõi Neural Engine 16 lõi,16GB,,,512GB,14.2 inches,"Liquid Retina XDR Tỷ lệ tương phản 1.000.000:1 Độ sáng XDR 1.000 nit toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR) Độ sáng SDR 1.000 nit (ngoài trời) 1 tỷ màu Dải màu rộng (P3) Công nghệ True Tone Công nghệ ProMotion",Thời gian xem video trực tuyến lên đến 24 giờ Thời gian duyệt web trên mạng không dây lên đến 16 giờ Pin Li-Po 72.4 watt-giờ,macOS,3024 x 1964 pixels ,Chip Apple M5 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Khe thẻ nhớ SDXC Cổng HDMI Jack cắm tai nghe 3.5 mm Cổng MagSafe 3 Ba cổng Thunderbolt 4 (USB‑C) hỗ trợ: Sạc / DisplayPort / Thunderbolt 4 (lên đến 40Gb/s) / USB 4 (lên đến 40Gb/s),Apple Intelligence,,,
https://cellphones.com.vn/laptop-lg-gram-book-15u50t-g-av56a5.html,Laptop LG Gram Book 15U50T-G.AV56A5,LG,Liên hệ,laptop-lg-gram-book-15u50t-g-av56a5,"Mua ngay Laptop LG Gram Book 15U50T-G.AV56A5 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel Iris Xe Graphics,16GB,"DDR4 (Dual Channel, 3200MHz)","2 khe (2 x 16GB, hỗ trợ nâng cấp lên 32GB)","512GB M.2 (2280) hai khe cắm SSD, Gen4",15.6 inches,Độ sáng 300nit,51 Wh Li-Ion,Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i5-1334U (10 Cores: 2P + 8E, P: 1.3 up to 4.6 GHz / E: 0.9 up to 3.4 GHz), L3 Cache 12MB",1x USB 3.2 Gen 1x1  1x USB 2.0 USB 3.2 Gen 2x1 &amp; USB PD Support (x2) HDMI (4K@60Hz),,,,
https://cellphones.com.vn/laptop-asus-vivobook-x509ja-ej247t.html,Laptop ASUS Vibobook X509JA EJ247T,ASUS,Liên hệ,laptop-asus-vivobook-x509ja-ej247t,"Mua ngay Laptop ASUS Vibobook X509JA EJ247T giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel UHD Graphics 620,8GB,"DDR4 2666 MHz, hỗ trợ ẩm tối đa 20GB",1 khe rời,SSD 512GB,15.6 inches,"TN, 60 Hz, 200 nits, Anti - Glare",Lithium-ion 33 W,Windows 10 Home,1920 x 1080 pixels (FullHD),Intel Core i3 1005G1,,,,,
https://cellphones.com.vn/macbook-air-m3-13-inch-2024-16gb-256gb.html,MacBook Air M3 13 inch 2024 8CPU 8GPU 16GB - 256GB sạc 30W | Chính hãng Apple Việt Nam,Apple,Liên hệ,macbook-air-m3-13-inch-2024-16gb-256gb,"Mua Macbook Air M3 13 inch 2024 16GB - 256GB chính hãng Apple - Giá tốt, trả góp 0%, bảo hành uy tín, giao hàng toàn quốc. Mua Macbook Air M3 tại đây.",GPU 8 Lõi,16GB,,,256GB SSD,13.6 inches,True Tone,,MacOS,,CPU Apple M3 8 LõiNeural Engine 16 lõi,Cổng sạc MagSafe 3Hai cổng Thunderbolt / USB 4,,,,
https://cellphones.com.vn/macbook-air-15-m5-10-cpu-10-gpu-24gb-1tb-sac-70w.html,MacBook Air M5 15 inch 2026 10CPU 10GPU 24GB 1TB Sạc 70W | Chính hãng Apple Việt Nam,Apple,Liên hệ,macbook-air-15-m5-10-cpu-10-gpu-24gb-1tb-sac-70w,"Mua ngay MacBook Air M5 15 inch 2026 10CPU 10GPU 24GB 1TB Sạc 70W giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",GPU 10 lõi Neural Accelerators Công nghệ dò tia tốc độ cao bằng phần cứngNeural Engine 16 lõi Băng thông bộ nhớ 153GB/s,24GB,,,1TB,15.3 inches,Màn hình Liquid Retina Màn hình có đèn nền LED với công nghệ IPS Độ sáng 500 nit Hỗ trợ một tỷ màu Dải màu rộng (P3) Công nghệ True ToneHỗ trợ lên đến hai màn hình ngoài,"Pin Li-Po 66,5 watt‑giờ tích hợpThời gian xem video trực tuyến lên đến 18 giờ Thời gian duyệt web trên mạng không dây lên đến 15 giờ",macOS,2880 x 1864 pixels,Chip Apple M5 CPU 10 lõi với 4 lõi siêu xử lý và 6 lõi tiết kiệm điện,"Cổng sạc MagSafe 3 Jack cắm tai nghe 3,5 mm Hai cổng Thunderbolt 4 (USB-C) hỗ trợ Sạc / DisplayPort / Thunderbolt 4 (lên đến 40Gb/s) / USB 4 (lên đến 40Gb/s)",,,,
https://cellphones.com.vn/laptop-msi-modern-15-b7m-238vn.html,Laptop MSI Modern 15 B7M-238VN,MSI,Liên hệ,laptop-msi-modern-15-b7m-238vn,"Mua ngay Laptop MSI Modern 15 B7M-238VN giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",AMD Radeon Graphics,16GB,DDR4 3200 MHz Onboard,,512 GB SSD,15.6 inches,Độ phủ màu 45% NTSC,39.3Whr 3 Cell,Windows 11 Home,1920 x 1080 pixels (FullHD),"AMD Ryzen 7 7730U  (2.0 GHz up to 4.3 GHz, 8 lõi / 16 luồng, 24 MB)",1 x HDMI 1 x Jack 3.5 mm 1 x Type C 1 x USB 3.2 2 x USB 2.0,,,,
https://cellphones.com.vn/laptop-dell-15-dc15250-71073959.html,Laptop Dell 15 DC15250 71073959,Dell,Liên hệ,laptop-dell-15-dc15250-71073959,"Mua ngay Laptop Dell 15 DC15250 71073959 giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Intel UHD Graphics,16GB,DDR4 2666MHz,2 khe (1 x 16GB),512GB,15.6 inches,,,Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic đăng ký 1 năm 634-CHLVMcAfee LiveSafe 1 năm (5 thiết bị),1920 x 1080 pixels (FullHD),Intel Core i7-1355U,1x USB 3.2 Gen 1 1x USB 2.0 1x USB 3.1 gen 1 type-C  hỗ trợ DisplayPort Alt Mode 1.4/Power Delivery 1x 3.5mm kết hợp,,,,
