url,ten_san_pham,thuong_hieu,gia_ban,sku,mo_ta_ngan,Trọng lượng ,Công nghệ âm thanh ,Công suất ,Thời lượng pin ,Chống nước,Hãng sản xuất,Phạm vi kết nối ,Kích thước,Số loa kết nối cùng lúc,Cổng kết nối ,Cấu tạo,Tính năng khác,Tiện ích,Dung lượng Pin,Pin,Công suất,Micro,Thời lượng sử dụng Pin
https://cellphones.com.vn/loa-bluetooth-soul-storm-joy.html,Loa Bluetooth Soul Storm Joy,SOUL,Liên hệ,loa-bluetooth-soul-storm-joy,"Mua loa bluetooth Soul Storm Joy chính hãng - Giá tốt, bảo hành 12 tháng, giao hàng nhanh toàn quốc. Mua ngay Soul Storm Joy tại đây.",,Bass BoostÂm thanh 3D Surround,5W,15 giờ,IPX6,SOUL,10m,,,,,Đèn RGB đẹp mắtKết nối multipoint,,,,,,
https://cellphones.com.vn/loa-bluetooth-harman-kardon-studio-9.html,Loa Bluetooth Harman Kardon Onyx Studio 9,Harman Kardon,Liên hệ,loa-bluetooth-harman-kardon-studio-9,"Mua Loa Harman Kardon Onyx Studio 9 chính hãng - Giá rẻ, bảo hành 12 tháng, Tặng thêm 3 tháng PGI Care, trả góp nhanh chóng. Mua Onyx Studio 9 ngay.",Trọng lượng sản phẩm: 3.36kg / 7.42lbs  Trọng lượng đóng hộp: 4.2kg / 9.25 lbs,,Công suất định mức: 50W RMS,8 giờ (phụ thuộc vào mức âm lượng và nội dung âm thanh),,Harman Kardon,,Sản phẩm (Rộng x Cao x Dài): 289.2 x 287.5 x 130 mm / 11.39&quot; x 11.32&quot; x 5.12&quot;  Đóng hộp (Rộng x Cao x Dài): 312 x 322 x 172 mm / 12.28&quot; x 12.67&quot; x 6.77&quot;,Kết nối đa loa,,,,,,,,,
https://cellphones.com.vn/loa-jbl-authentics-200.html,Loa Bluetooth JBL Authentics 200,JBL,Liên hệ,L.JBL.39,"Mua loa JBL Authentics 200 chính hãng - Giá tốt, ưu đãi khủng, bảo hành 12 tháng, giao toàn quốc. Mua ngay loa Authentics 200 tại đây.",3.12 kg,Âm thanh nổi 2.0,90W,,Không,JBL,,266.3 x 171.7 x 167.4 mm,,Cổng 3.5mm,2 xloa tweeter 25mm + loa woofer 5”,Tích hợp WiFi,,,,,,
https://cellphones.com.vn/loa-bluetooth-edifier-hecate-g200.html,Loa Bluetooth Edifier Hecate G200,Edifier,Liên hệ,loa-bluetooth-edifier-hecate-g200,"Mua Loa Edifier Hecate G200 chính hãng - Giá rẻ, bảo hành uy tín, giao hàng miễn phí toàn quốc. Mua ngay Edifier Hecate G200 tại đây.",62.5g,2 chế độ âm thanh,5W,"7 giờ (50% âm lượng, tắt đèn)",,Edifier,,,,,Màng loa: 40mm,Đèn RGBKhử tiếng ồn cuộc gọi ENCMiếng đệm từ tính,,,,,,
https://cellphones.com.vn/loa-jbl-bandbox-trio.html,Loa JBL BandBox Trio (Loa Amp tập nhạc và biểu diễn di động tích hợp AI),JBL,Liên hệ,loa-jbl-bandbox-trio,"Mua Loa JBL BandBox Trio chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay JBL BandBox Trio tại đây.",6.65 kg,,Công suất RMS: 135 W ,10 giờ,,JBL,,344 x 265 x 228 mm,,,1 loa trầm 6.5 inch + 2 loa tweeter vòm lụa 25 mm,,,,,,,
https://cellphones.com.vn/loa-bluetooth-harman-kardon-aura-studio-4.html,Loa Bluetooth Harman Kardon Aura Studio 4,Harman Kardon,Liên hệ, L.MS.01,"Mua Loa Harman Kardon Aura Studio 4 chính hãng - Giá rẻ, trả góp 0%, bảo hành 12 tháng, giao hàng nhanh. Mua Harman Kardon Aura 4 tại đây.",,Âm thanh 360 độ,2 x 15 W RMS + 1 x 100 W RMS,,,Harman Kardon,,,,,6 x Loa trung cao 40 mm 1 x Loa siêu trầm 130 mm,5 hiệu ứng đèn LED,,,,,,
https://cellphones.com.vn/loa-bluetooth-energizer-bts106.html,Loa Bluetooth Energizer BTS 106,Energizer,Liên hệ,LA.129,"Mua loa bluetooth Energizer BTS 106 chính hãng - Giá tốt, bảo hành 12 tháng, nhiều ưu đãi Smember, giao toàn quốc. Mua ngay Energizer BTS-106.",,,,,,Energizer,,,,,,,,1200mAh,Sử dụng liên tục 5 giờ ,10W,,
https://cellphones.com.vn/loa-bluetooth-jbl-boombox-4.html,Loa Bluetooth JBL Boombox 4,JBL,Liên hệ,loa-bluetooth-jbl-boombox-4,"Loa JBL Boombox 4 giá tốt, chất lượng cao, chất âm siêu êm. Bảo hành uy tín. Mua loa di động JBL Boombox 4 giao hàng tận nơi toàn quốc.",5.89 kg,AI Sound BoostJBL PartyBoostJBL Pro Sound,"Chế độ AC: 2 loa trầm RMS 65W, 2 loa tweeter RMS 40W Chế độ pin: 2 loa trầm RMS 60W, 2 loa tweeter RMS 40W",28 giờ + 6 giờ với JBL Playtime Boost,IP68,JBL,,51 x 26 x 21 cm,,USB-C,"2 loa trầm 5 inch / 2 loa trầm 123mm, 2 loa tweeter 0,75 inch / 2 loa trầm 20mm, 2 loa tròn + 1 loa tản nhiệt thụ động racetrack",JBL Playtime Boost,,,,,,
https://cellphones.com.vn/tai-nghe-bluetooth-goojodoq-j201.html,Tai nghe Bluetooth GOOJODOQ J201,Goojodoq,Liên hệ,tai-nghe-bluetooth-goojodoq-j201,"Mua Tai nghe Bluetooth GOOJODOQ J201 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay GOOJODOQ J201 tại đây.",,,,,,Goojodoq,,,,,,Kháng nước IPX5,,,,,Có,Đàm thoại: 2 - 3 giờNghe nhạc: 3.5 - 4 giờ
https://cellphones.com.vn/loa-bluetooth-tivoli-model-two-digital.html,Loa Bluetooth Tivoli Model Two Digital,Tivoli,Liên hệ,loa-bluetooth-tivoli-model-two-digital,"Loa Bluetooth Tivoli Model Two Digital chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Tivoli Model Two Digital tại đây.",2.2 kg,,Amply: 20WLoa toàn dải 3.5”: 15WLoa Tweeter 0.75”: 5W,,,Tivoli,,12.95 x 25.15 x 15.75 cm,,Jack 3.5mm,"1*15W + 1*5W - (1) Trình điều khiển toàn dải 3,5” - (1) Tweeter 0.75”",AirPlay 2 &amp; Chromecast tích hợp sẵn,,,,,,
https://cellphones.com.vn/loa-bluetooth-harman-kardon-soundsticks-4.html,Loa Bluetooth Harman Kardon Soundstick 4,Harman Kardon,Liên hệ,LB.185,"Mua loa Harman Kardon Soundsticks 4 Trắng chính hãng, giá rẻ, nhận ngay tai nghe Galaxy Buds+. Soundstick 4 hiển thị hiệu ứng ánh sáng sinh động",,Âm thanh Harman Kardon,140 W,,,Harman Kardon,10 m,,2 loa,3.5 mm,,,,,,,,
https://cellphones.com.vn/loa-bluetooth-sony-srs-xv800.html,Loa Karaoke Sony SRS-XV800,Sony,Liên hệ,loa-bluetooth-sony-srs-xv800,"Mua Loa Karaoke Sony SRS-XV800 chính hãng - Giá rẻ, ưu đãi tốt, chất lượng, giao hàng nhanh chóng toàn quốc. Mua Sony SRS-XV800 tại đây.",18.5 kg,"Clear Audio+, LIVE SOUND, MEGA BASS, Sound Booster cho TV, Bước âm lượng 51, DSEE, băng tầng EQ tùy chỉnh",280W,25 giờ,IPX4 khi đặt dọcIPX2 khi đặt ngang,Sony,10 m,,,,Loa Tweeter 60mm&gt;Loa Tweeter sau 40mmLoa Woofer 170 x 170 mm,"Hiệu ứng ánh sángStereo Pair, Party Conect",,,,,,
https://cellphones.com.vn/loa-thap-samsung-mx-t40.html,Loa tháp Samsung MX-T40,Samsung Chính hãng,Liên hệ,LB.232,"Mua Loa tháp Samsung MX-T40/XV chính hãng - Giá rẻ, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Samsung MX-T40 tại đây.",6.8kg,"Bass Booster, Âm thanh đa hướng",300W,,Kháng nước nhẹ,Samsung Chính hãng,,,"10 loa (MX-T70, T50 và T40)",Cổng USB,,Đèn led DJHát Karaoke khi kết nối với Mic Bluetooth đầu USB,,,,,,
https://cellphones.com.vn/loa-bluetooth-alpha-works-aw-trek-12.html,Loa Bluetooth Alpha Works AW TREK 12,Alpha Works,Liên hệ,loa-bluetooth-alpha-works-aw-trek-12,"Mua Loa Alpha Works AW TREK 12 chính hãng - Giá rẻ, trả góp tốt, bảo hành uy tín, giao hàng nhanh toàn quốc. Mua Alpha Works AW TREK 12 tại đây.",270g,,12W RMS,12 giờ (tùy mức âm lượng và thể loại nhạc),IPX7,Alpha Works,,84 × 84 × 94.5 mm,,USB-C / 5V-0.8A,Củ loa toàn dải 52mm,,,,,,,
https://cellphones.com.vn/loa-bluetooth-lg-xboom-grab.html,Loa Bluetooth LG xboom Grab,LG,Liên hệ,loa-lg-xboom-grab,"Mua Loa Bluetooth LG xboom Grab chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Loa Bluetooth LG xboom Grab tại đây.",0.7 kg,AI Sound,20W,20 giờ,IP67,LG,,211.0 x 71.6 x 70.0 mm,,,Loa siêu trầm dạng thanh 45 x 80mm  Loa tweeter vòm 16mm,"Kết nối nhiều loa qua Auracast™  Ra lệnh bằng giọng nói (trợ lý Google, Siri)  Ứng dụng Buetooth (Android/IOS)",,,,,,
https://cellphones.com.vn/loa-bluetooth-robot-rb510.html,Loa Bluetooth Robot RB510,Robot,Liên hệ,loa-bluetooth-robot-rb510,"Mua Loa Robot RB510 chính hãng - Giá rẻ, hỗ trợ trả góp, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Robot RB510 tại đây.",350g,,10 W,Hãng không công bố,IPX4,Robot,,,,MicroSDUSBAUX,Màng loa siêu trầm 45mm,LED RGB 16 triệu màu,,,,,,
https://cellphones.com.vn/loa-bluetooth-tronsmart-trip-10w.html,Loa Bluetooth Tronsmart Trip 10W,Tronsmart,Liên hệ,LA.259,"Mua Loa Bluetooth Tronsmart Trip 10W chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua Tronsmart Trip tại đây.",,Âm thanh SoundPulse,10 W,20 giờ,IPX7,Tronsmart,18 m,,2 thiết bị,Bluetooth Aux-in,,Ghép nối âm thanh nổi,,,,,,
https://cellphones.com.vn/loa-bluetooth-divoom-ditoo-5m.html,Loa Bluetooth Divoom Ditoo-5M,Divoom,Liên hệ,loa-bluetooth-divoom-ditoo-5m,"Mua Loa Bluetooth Divoom Ditoo-5M chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Divoom Ditoo-5M tại đây.",Loa: 549gMicro: 33g,,15 W,Loa: 8 giờMicro: 8 giờ,,Divoom,,Loa: 113.8 x 90 x 122.2 mmMicro: 23 x 23 x 120 mm,,USB-C và khe cắm thẻ nhớ TF,Kích thước loa: 48mm,Bàn phím cơ RGB có LED ẩn bên dưới Tích hợp màn hình LED,,,,,,
https://cellphones.com.vn/loa-bluetooth-jbl-flip-6.html,Loa Bluetooth JBL Flip 6,JBL,Liên hệ,LB.230,"Mua Loa bluetooth JBL Flip 6 chính hãng - Giá rẻ, đảm bảo chất lượng, bảo hành uy tín, giao hàng toàn quốc. Mua ngay JBL Flip 6 tại đây.",0.55 g,Party Boost (kết nối 2 loa cùng lúc) ,30 W,12 giờ ,IP67,JBL,,17.8 x 6.8 x 7.2 cm,2 loa,,1 loa subwoofer dạng racetrack + 1 tweeter + 2 loa bass thụ động Party Boost,,,,,,,
https://cellphones.com.vn/loa-bluetooth-harman-kardon-go-and-play-3.html,Loa Bluetooth Harman Kardon Go + Play 3,Harman Kardon,Liên hệ,loa-bluetooth-harman-kardon-go-and-play-3,"Loa bluetooth Harman Kardon Go + Play 3 chính hãng - Giá rẻ, ưu đãi tốt, trả góp 0%, giao hàng toàn quốc. Mua Harman Kardon Go Play 3 tại đây.",,,160W (khi cắm nguồn),8 giờ,,Harman Kardon,10 m,,,,2x mid-range (70mm) 2x tweeter (20mm) 1x subwoofer (130mm),,,,,,,
https://cellphones.com.vn/loa-kiem-am-edifier-mr3.html,Loa kiểm âm Bluetooth Edifier MR3,Edifier,Liên hệ,loa-kiem-am-edifier-mr3,"Loa Edifier MR3 chính hãng, kiểm âm chuẩn, giá tốt nhiều ưu đãi. Bảo hành uy tín. Mua loa bluetooth Edifier MR3 giao hàng tận nơi toàn quốc.",,Hi-Res Audio,36W,,,Edifier,,,,RCAAUX,3.5″ mid-bass + 1″ Tweeter,Công nghệ TempoAbyss,,,,,,
https://cellphones.com.vn/loa-bluetooth-marshall-middleton-ii.html,Loa Bluetooth Marshall Middleton II,Marshall,Liên hệ,loa-bluetooth-marshall-middleton-ii,"Loa bluetooth Marshall Middleton II chất lượng, dùng bền. Trả góp 0%. Bảo hành 1 năm. Mua loa Marshall Middleton 2 không dây giao nhanh 2h.",1.8 kg,Âm thanh 360°,,30 giờ,IP67,Marshall,,230 x 98 x 110 mm,,AUX 3.5 mm,Loa trầm (x2): 3 inch Loa Tweeter (x2): 0.6 inchBộ tản nhiệt thụ động (x2),Sạc nhanh: 20 phút = 5 giờ,,,,,,
https://cellphones.com.vn/loa-bluetooth-robot-rb120.html,Loa Robot RB120,Robot,Liên hệ,loa-bluetooth-robot-rb120,"Mua Loa Robot RB120 chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Loa Robot RB120 tại CellphoneS ngay!",350g,,5W,8 giờ,"IPX4 chống thấm nước, mồ hôi và chống mưa",Robot,,,,"Thẻ TF, cáp âm thanh Aux",Có đèn LED RGB ,Kết nối 2 loa với nhau,Tần số 40Hz ～ 18KHz,1200mAH,,,,
https://cellphones.com.vn/loa-bluetooth-mini-robot-rb180.html,Loa Bluetooth mini Robot RB180,Robot,Liên hệ,loa-bluetooth-mini-robot-rb180,"Mua Loa Bluetooth mini Robot RB180 chính hãng - Giá rẻ, hỗ trợ trả góp, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Robot RB180 tại đây.",290g,,5 W,8 giờ,IPX4,Robot,,115 x 81 x 55 mm,,TF CardAUX,Màng loa: 52 mm,Đèn LED RGB Kết nối TWS,,,,,,
https://cellphones.com.vn/loa-bluetooth-xiaomi-sound-party.html,Loa Bluetooth Xiaomi Sound Party,Xiaomi,Liên hệ,loa-bluetooth-xiaomi-sound-party,"Loa Xiaomi Sound Party chất lượng - Giá tốt, ưu đãi hấp dẫn, bảo hành uy tín, giao hàng miễn phí toàn quốc. Mua Xiaomi Sound Party tại đây.",660 g,, 2 x Loa dải cao 10W  Loa trầm 20W,17 giờ,IP67,Xiaomi,,"20,2 cm x 7,3 cm x 7,3 cm",,Hỗ trợ kết nối NFC mang đến trải nghiệm nghe nhạc liền mạch,,,,,,,,
https://cellphones.com.vn/loa-bluetooth-tronsmart-mirtune-c3.html,Loa Bluetooth Tronsmart Mirtune C3,Tronsmart,Liên hệ,loa-bluetooth-tronsmart-mirtune-c3,"Mua Loa Bluetooth Tronsmart Mirtune C3 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Tronsmart Mirtune C3 tại đây.",530g,,24W,12 giờ (âm lượng 50%),IPX7,Tronsmart,,18 x 7 x 7.2 cm,2,,1 loa tweeter + 1 loa mid-woofer,Kết nối âm thanh nổiTùy chỉnh EQ qua ứng dụng TronsmartThiết kế di động với dây đeo,,,,,,
https://cellphones.com.vn/loa-bluetooth-energizer-bts065bk-tich-hop-sac-du-phong.html,Loa Bluetooth Energizer tích hợp pin dự phòng BTS065BK,Energizer,Liên hệ,loa-bluetooth-energizer-bts065bk-tich-hop-sac-du-phong,"Mua Loa Bluetooth Energizer tích hợp pin dự phòng BTS065BK chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Loa Bluetooth Energizer tích hợp pin dự phòng BTS065BK tại đây.",629g,,6W,6 giờ,,Energizer,,81 x 64 x 208mm,2," Micro SD, USB",,Công nghệ Auto voltage sensing - tự động cảm biến điện áp giúp tương thích với mọi thiết bị di động.,,1.200mAh,,,,
https://cellphones.com.vn/loa-bluetooth-fender-indio-2.html,Loa Bluetooth Fender Indio 2,Fender,Liên hệ,loa-bluetooth-fender-indio-2,"Mua Loa Fender Indio 2 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Fender Indio 2 tại đây.",4 kg,,60W,25 giờ,,Fender,,32.2 x 17.2 x 31 cm,,AUX 3.5 mmUSB ,2 loa Woofer: 8.89cm1 loa Tweeter: 1.6 cm,Kết nối stereoKết nối nhiều thiết bịTinh chỉnh EQ,,,,,,
https://cellphones.com.vn/loa-tronsmart-t8-40w-portable-outdoor.html,Loa Bluetooth Tronsmart T8 40W Portable Outdoor,Tronsmart,Liên hệ,loa-tronsmart-t8-40w-portable-outdoor,"Mua Loa Tronsmart T8 40W Portable Outdoor chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Tronsmart T8 40W Portable Outdoor tại đây.",,Âm thanh 360,40W,18 giờ,IPX7,Tronsmart,,,,,,Đèn LED,,,,,,
https://cellphones.com.vn/loa-bluetooth-jbl-grip.html,Loa Bluetooth JBL Grip,JBL,Liên hệ,loa-bluetooth-jbl-grip,"Mua loa JBL Grip chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay JBL Grip tại đây.",385g,JBL OriginalAI Sound Boost,16 W,12 giờ + 2 giờ với chế độ Playtime Boos,IP68,JBL,,6.4 x 15.3 x 6.5 cm,,,43 x 80 mm full range,Kết nối nhiều loa với JBL Auracast™,,,,,,
https://cellphones.com.vn/loa-bluetooth-edifier-r1280dbs.html,Loa Bluetooth Edifier R1280DBs,Edifier,Liên hệ,loa-bluetooth-edifier-r1280dbs,"Mua loa Edifier R1280DBs chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Edifier R1280DBs tại đây.",,,42W,,,Edifier,,,,"Optical, Coaxial, Dual RCA",Driver: 4 inch Loa Tweer: 13mm,,,,,,,
https://cellphones.com.vn/loa-bluetooth-jbl-charge-6.html,Loa Bluetooth JBL Charge 6,JBL,Liên hệ,loa-bluetooth-jbl-charge-6,"Loa JBL Charge 6 siêu bền, chống nước, chống va đập thách thức mọi giới hạn, pin khủng 28h, âm bass uy lực, bluetooth 5.4 hiện đại. Giá tốt, hỏa tốc 2h",Có dây đeo: 0.99 kgKhông dây đeo: 0.96 kg,AI Sound Boost ,Woofer: 30W RMSTweeter: 10W RMSTổng công suất tối đa: 45W,28 giờ,IP68,JBL,,22.88 x 9.85 x 9.4 cm,,USB-C,"Woofer 53 x 93 mm, Tweeter 20 mm ",Kết nối nhiều loa qua Auracast™Tích hợp pin dự phòngSạc nhanh,,,,,,
https://cellphones.com.vn/loa-bluetooth-stargo-p20.html,Loa Bluetooth StarGO P20,StarGO,Liên hệ,loa-bluetooth-stargo-p20,"Mua Loa Bluetooth StarGO P20 chính hãng - Giá tốt, bảo hành uy tín, giao hàng toàn quốc. Mua ngay StarGO P20 tại đây.",932 g,,30W,8 - 12 giờ,IPX6,StarGO,20 m,220 x 97 x 98 mm,,Aux-in TF Card U-disk,58 mm x 2,,,,,,,
https://cellphones.com.vn/loa-sony-srs-xv500.html,Loa Karaoke Sony SRS-XV500,Sony,Liên hệ,L.SN.23.B,"Mua Loa Sony SRS-XV500 chính hãng - Giá tốt, Giảm thêm Smember, Quà hấp dẫn, bảo hành 12 tháng, giao hàng toàn quốc. Mua ngay SRS XV500 tại đây.",11.2 kg ,"Clear Audio+, DSEE, LIVE SOUND",160 W,25 giờ,IPX4 ,Sony,,,,,2 x loa woofer 14cm 2 x loa tweeter 6cm,Băng tần EQ tùy chỉnh 3 Siêu trầm (Mega bass) Bước âm lượng 51,,,,,,
https://cellphones.com.vn/loa-vi-tinh-edifier-m60.html,Loa vi tính Edifier M60,Edifier,Liên hệ,loa-vi-tinh-edifier-m60,"Mua loa Edifier M60 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Edifier M60 tại đây.",,Hi-Res AudioHi-Res Audio Wireless,66W,,,Edifier,10m,,,AUXUSB-C,Tweeter: 15W x 2 Mid-bass driver: 18W x 2,,,,,,,
https://cellphones.com.vn/loa-bluetooth-tronsmart-t7-30w.html,Loa Bluetooth Tronsmart T7 30W,Tronsmart,Liên hệ,loa-bluetooth-tronsmart-t7-30w,"Mua Loa bluetooth Tronsmart T7 30W chính hãng - Giá rẻ, chống nước tốt, bảo hành uy tín, giao hàng toàn quốc. Mua Tronsmart T7 tại đây.",,Âm thanh vòm 360Ghép nối âm thanh nổi,30 W,12 giờ,IPX7,Tronsmart,18 m,,,TF Card,,4 Chế độ đèn LEDTuỳ chỉnh EQ,,,,,,
https://cellphones.com.vn/loa-bluetooth-divoom-ditoo-plus.html,Loa Bluetooth Divoom DiToo-Plus,Divoom,Liên hệ,loa-bluetooth-divoom-ditoo-plus,"Mua Loa Bluetooth Divoom DiToo-Plus chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Divoom DiToo-Plus tại đây.",505 g,,10W,8 giờ,,Divoom,,90 x 114 x 121 mm,,,,Tích hợp API Internet Radio và DJ Marker 3.0Trang bị màn hình LED,,,,,,
https://cellphones.com.vn/loa-bluetooth-goojodoq-ab4088.html,Loa Bluetooth GOOJODOQ AB4088,Goojodoq,Liên hệ,loa-bluetooth-goojodoq-ab4088,"Mua Loa Bluetooth GOOJODOQ AB4088 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay GOOJODOQ AB4088 tại đây.",,,5 W,1.5 giờ - 5 giờ (Tùy chế độ),,Goojodoq,,,,,,7 chế độ ánh sángBáo thứcHiển thị thời gian,,,,,,
https://cellphones.com.vn/loa-bluetooth-stargo-pulse-x.html,Loa Bluetooth StarGO Pulse X,StarGO,Liên hệ,loa-bluetooth-stargo-pulse-x,"Mua Loa Bluetooth StarGO Pulse X chính hãng - Giá tốt, bảo hành uy tín, giao hàng toàn quốc. Mua ngay StarGO Pulse X tại đây.",520 g,Âm thanh vòm 360 độ,5 W x 2,3 giờ,,StarGO,,76 x 76 x 220.9 mm,,,Màng loa: 45 mm x 2,Kết nối TWS,,,,,,
https://cellphones.com.vn/loa-bluetooth-edifier-d32.html,Loa Bluetooth Edifier D32,Edifier,Liên hệ,loa-bluetooth-edifier-d32,"Mua Loa bluetooth Edifier D32 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay loa Edifier D32 tại đây.",3.05kg,Hi-Res Audio WirelessHi-Res Audio,60W,12 giờ,,Edifier,,,2 loa,3.5mm,,,,,,,,
https://cellphones.com.vn/loa-anker-soundcore-select-4-go-a31x1.html,Loa Bluetooth Anker Soundcore Select 4 Go - A31X1,Anker,Liên hệ,loa-anker-soundcore-select-4-go-a31x1,"Mua Loa Anker Soundcore Select 4 Go - A31X1 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Anker Soundcore Select 4 Go - A31X1 tại đây.",265g,Stereo,5W,20 giờ,IP67,Anker,,,,,,Kết nối kép,,,,,,
https://cellphones.com.vn/loa-bluetooth-marshall-stanmore-iii.html,Loa Bluetooth Marshall Stanmore III,Marshall,Liên hệ,loa-bluetooth-marshall-stanmore-iii,"Mua Loa Marshall Stanmore 3 (III) chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Marshall Stanmore 3 tại đây.",4.25 kg ,Âm thanh nổiDynamic Loudness,80 W,,,Marshall,,350 x 203 x 188 mm,2 loa,Cổng 3.5 mm RCA,,Đèn LED báo tín hiệu pin,,,,,,
https://cellphones.com.vn/loa-bluetooth-baseus-aequr-35-pro.html,Loa Bluetooth Baseus AeQur 35 Pro,Baseus,Liên hệ,loa-bluetooth-baseus-aequr-35-pro,"Mua Loa Bluetooth Baseus AeQur 35 Pro chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Loa Baseus AeQur 35 Pro tại đây.",210g,Bass Enhancement,5W,12 giờ (mức 50% âm lượng),IPX5,Baseus,,,2,,Driver 40mm ,,,,,,,
https://cellphones.com.vn/loa-bluetooth-goojodoq-ab4085.html,Loa Bluetooth GOOJODOQ AB4085,Goojodoq,Liên hệ,loa-bluetooth-goojodoq-ab4085,"Mua Loa Bluetooth GOOJODOQ AB4085 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay GOOJODOQ AB4085 tại đây.",,,5 W,3 giờ ,,Goojodoq,,,,,,Hỗ trợ thẻ nhớ,,,,,,
https://cellphones.com.vn/loa-bluetooth-stargo-p30.html,Loa Bluetooth StarGO P30,StarGO,Liên hệ,loa-bluetooth-stargo-p30,"Mua Loa Bluetooth StarGO P30 chính hãng - Giá tốt, bảo hành uy tín, giao hàng toàn quốc. Mua ngay StarGO P30 tại đây.",2.5 kg,,20 W x 2 + 5 W x 2,8 - 15 giờ,IPX6,StarGO,20 m,13 x 125.5 x 119 mm,,Aux-in Micro SD/ TF Card U-disk,,,,,,,,
https://cellphones.com.vn/loa-bluetooth-harman-kardon-aura-studio-5.html,Loa Bluetooth Harman Kardon Aura Studio 5,Harman Kardon,Liên hệ,loa-bluetooth-harman-kardon-aura-studio-5,"Mua loa Harman Kardon Aura Studio 5 chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Harman Kardon Aura Studio 5 tại đây.",4.2 kg,Công nghệ Constant Sound Field,2x 20 W + 1x 20W + 1x 100 W RMS,,,Harman Kardon,,306.4 x 234 x 234 mm,,USB-C,"6x loa mid range 40 mm, 1x loa tweeter 25 mm, 1x loa subwoofer 143 mm",Hiệu ứng trình diễn ánh sáng môi trường 360,,,,,,
https://cellphones.com.vn/loa-bluetooth-divoom-songbird-se-2mic.html,Loa Bluetooth Divoom SongBird-SE 2Mic,Divoom,Liên hệ,loa-bluetooth-divoom-songbird-se-2mic,"Mua Loa Bluetooth Divoom SongBird-SE 2Mic chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Divoom SongBird-SE 2Mic tại đây.",Loa: 633.4g Micro: 325.8g (micro và đế sạc),Tích hợp chip DSP ,18 W,Loa: 8 giờ Micro: 11 giờ,IPX4,Divoom,,Loa: 68.2 x 68.2 mm,,AUX,,Hỗ trợ livestream,,,,,,
https://cellphones.com.vn/loa-bluetooth-alpha-works-aw-ride.html,Loa Bluetooth Alpha Works AW-Ride,Alpha Works,Liên hệ,loa-bluetooth-alpha-works-aw-ride,"Mua Alpha Works AW-Ride chính hãng - Giá rẻ, Tặng bộ Quà cao cấp, Áo Mưa, giảm thêm Smember đến 5%, giao hàng toàn quốc. Mua AW Ride tại đây.",313g,,10W,2 giờ (tối đa âm lượng)  18 giờ (1/2 mức công suất),IPX7,Alpha Works,,,,,,,,,,,,
https://cellphones.com.vn/loa-bluetooth-havit-sq146bt-den-kem-1-mic.html,Loa Bluetooth Havit SQ146BT (1 mic),Havit,Liên hệ,loa-bluetooth-havit-sq146bt-den-kem-1-mic,"Mua Loa Bluetooth Havit SQ146BT (1 mic) chính hãng - Giá tốt, bảo hành uy tín, giao hàng tận nơi toàn quốc. Mua ngay Havit SQ146BT (1 mic) tại đây.",3.1 kg,,60W,6 - 10 giờ,,Havit,,300 x 255 x 245 mm,,AUXUSBTFMIC IN,,,,,,,,
