url,ten_san_pham,thuong_hieu,gia_ban,sku,mo_ta_ngan,Kích thước màn hình,Công nghệ màn hình,Camera sau,Camera trước,Chipset,Dung lượng RAM,Bộ nhớ trong,Pin,Hệ điều hành,Độ phân giải màn hình,Tính năng màn hình,Công nghệ NFC,Thẻ SIM,Loại CPU,Tương thích,Cảm biến
https://cellphones.com.vn/may-tinh-bang-xiaomi-poco-pad-x1.html,Xiaomi Poco Pad X1 8GB 512GB,Xiaomi,Liên hệ,may-tinh-bang-xiaomi-poco-pad-x1,"Mua máy tính bảng Xiaomi Poco Pad X1 8GB 512GB chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Xiaomi Poco Pad X1 8GB 512GB tại đây.",11.2 inches,IPS LCD,"13 MP, f/2.2","8 MP, f/2,28",Snapdragon 7+ Gen 3,8 GB,512 GB,8850mAh,Xiaomi HyperOS 2,2136 x 3200 pixels,"Tần số quét 144Hz, tỷ lệ 3:2, độ sáng 800 nit, 68 tỷ màu, DCI-P3, Pro HDR, công nghệ hình ảnh AI, Công nghệ chạm khi ướt, TÜV Rheinland, Chế độ dưới ánh nắng, Chế độ đọc, Màu sắc thích ứng",,,"8 nhân lên đến 2,8GHz",,
https://cellphones.com.vn/ipad-pro-chip-m5-11-inch-wifi-2tb-nano.html,iPad Pro chip M5 11 inch Wifi 2TB Nano | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-chip-m5-11-inch-wifi-2tb-nano,"Mua iPad Pro chip M5 11 inch Wifi 2TB Nano chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Pro chip M5 11 inch Wifi 2TB Nano tại đây.",11 inches,Ultra Retina XDR,"Camera 12MP Wide, khẩu độ ƒ/1.8","Camera 12MP ,khẩu độ ƒ/2.0",Apple M5,16 GB,2 TB,"Li-Po 31,29 watt‑giờ",iPadOS 26,2420x1668 pixel,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True Tone Công nghệ ép kínLớp kính hiển thị kết cấu NanoLớp phủ chống phản chiếuTỷ lệ tương phản 2.000.000:1",Không,,10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Apple Pencil ProMagic Keyboard cho iPad ProApple Pencil (USB‑C),
https://cellphones.com.vn/xiaomi-pad-6-8gb-128gb-64055.html,Mi pad 6 8GB 128GB,Xiaomi,Liên hệ,xiaomi-pad-6-8gb-128gb,"Mua Mi pad 6 8gb 128gb  chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Mi pad 6 8gb 128gb tại CellphoneS ngay!",11 inches,IPS LCD,"13 MP, f/2.2, PDAF			","8 MP, f/2.2",Snapdragon 870 5G (7 nm),8 GB,128 GB,8840 mAh,Android 13,2880 x 1800 pixels,"1 tỷ màu, tần số quét 144Hz, HDR10, Dolby Vision, 550 nitsCorning Gorilla Glass 3",Không,,1x3.2 GHz &amp; 3x2.42 GHz &amp; 4x1.80 GHz 					 					 						,,
https://cellphones.com.vn/may-tinh-bang-xiaomi-pad-8-pro-8gb-256gb.html,Xiaomi Pad 8 Pro 8GB 256GB Wifi,Xiaomi,Liên hệ,may-tinh-bang-xiaomi-pad-8-pro-8gb-256gb,"Mua máy tính bảng Xiaomi Pad 8 Pro 8GB 256GB Wifi chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Xiaomi Pad 8 Pro 8GB 256GB Wifi tại đây.",11.2 inches,LCD,"50 MP, f/1.8",32 MP,Snapdragon 8 Elite,8 GB,256 GB,9200 mAh,HyperOS 3 (trên nền Android 16),,"Độ phân giải màn hình: 3200 x 2136 pixel144Hz, màu 12-bit, HDR10 và Dolby VisionĐộ sáng tối đa: 800 nitsMật độ điểm ảnh 345 PPI",,,"8 nhân, xung tối đa 4.32 GHz",,
https://cellphones.com.vn/ipad-pro-m5-13-inch-1tb.html,iPad Pro chip M5 13 inch Wifi 1TB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m5-13-inch-1tb,"Mua iPad Pro chip M5 13 inch Wifi 1TB chính hãng, giá tốt, trợ giá lên đời, trả góp 0% lãi suất tại CellphoneS.",13 inches,Ultra Retina XDR,,,Apple M5,16 GB,1 TB,Pin sạc Li-Po 38.99 Wh, iPadOS 26,2752x2064 pixels,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True ToneLớp phủ kháng dầu chống in dấu vân tay Công nghệ ép kín Lớp phủ chống phản chiếu",Không,,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C) Tính năng lướt Apple Pencil,
https://cellphones.com.vn/may-tinh-bang-lenovo-yoga-tab-tb710.html,"Máy tính bảng Lenovo Yoga Tab Wifi 12GB 256GB TB710 ZAG60105VN kèm bàn phím, bút",Lenovo,Liên hệ,may-tinh-bang-lenovo-yoga-tab-tb710,"Máy tính bảng Lenovo Yoga Tab TB710 chính hãng giá rẻ. Bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua tablet Lenovo Yoga Tab TB710 giao nhanh", 11.1 inches,LTPS LCD,13MP + 2MP,13MP ,Qualcomm® Snapdragon® 8 Gen 3,12 GB,256 GB,8860mAh,Android™ 15,3200 x 2000 pixel (3.2K),"Độ sáng 600-800 nits, Tần số quét 144Hz, Độ phủ màu 98% DCI-P3, Đạt chứng nhận TÜV Rheinland",Không,,6 nhân (1x Cortex-X4 3.3GHz + 4x Cortex-A720 2.95GHz + 1x Cortex-A520 2.1GHz),,
https://cellphones.com.vn/may-doc-sach-boox-savi-6.html,Máy đọc sách Boox Savi 6,Boox,Liên hệ,may-doc-sach-boox-savi-6,"Mua Máy đọc sách Boox Savi 6 chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",6.0 inches,,,,,2 GB,32 GB,1500mAh ,Android 11,1448x1072 pixels,Màn hình 6&quot; Eink Carta 1300 phủ kính chống lóa 300 dpi,,,Qualcomm 2.0G Octa-core,,
https://cellphones.com.vn/apple-ipad-air-m4-11-inch-256gb-wifi.html,iPad Air 11 inch M4 Wifi 256GB 2026 | Chính hãng,Apple,Liên hệ,apple-ipad-air-m4-11-inch-256gb-wifi,"Mua iPad Air 11 inch M4 Wifi 256GB 2026 chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Air 11 inch M4 Wifi 256GB 2026 tại đây.",11 inches,Liquid Retina,"12MP, f/1.8, Độ thu phóng kỹ thuật số lên đến 5xChụp ảnh toàn cảnh Panorama (lên đến 63MP)","12MP Center Stage, ƒ/2.0",Chip Apple M4,12 GB,256 GB,Tích hợp pin sạc Li-Po 28.93 watt-giờ,iPadOS 26,2360 x 1640  pixel,Màn hình Multi-Touch với công nghệ LED nền và IPSĐộ sáng 500 nit264 ppiDải màu rộng (P3)True ToneLớp phủ chống phản chiếuCông nghệ ép kín,,,8 lõi với 3 lõi hiệu năng và 5 lõi tiết kiệm điện,Hỗ trợ Apple Pencil ProHỗ trợ Apple Pencil (USB-C)Hỗ trợ Magic Keyboard cho iPad Air,
https://cellphones.com.vn/may-tinh-bang-huawei-matepad-papermate-11-5-inch.html,Máy tính bảng Huawei MatePad Papermatte 11.5 inch 2025 8GB 256GB - Kèm bàn phím,Huawei,Liên hệ,may-tinh-bang-huawei-matepad-papermate-11-5-inch,"Mua Máy tính bảng Huawei MatePad Papermatte 11.5 inch 2025 8GB 256GB chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Máy tính bảng Huawei MatePad Papermatte 11.5 inch 2025 tại đây.",11.5 inches,TFT LCD (paper matte),"13 MP (khẩu độ f/1.8, AF)","8 MP (khẩu độ f/2.0, tiêu cự cố định)",Kirin T82B,8 GB,256 GB,10.100 mAh,HarmonyOS 4.3,,"Độ phân giải: 2456 × 1600 pixels, 120 Hz, 256 PPI, 16,7 triệu màu, 100% sRGB (giá trị điển hình), cảm ứng đa điểm, hỗ trợ tối đa 10 điểm tiếp xúc khi chạm",,,Octa-core,,
https://cellphones.com.vn/may-tinh-bang-honor-pad-x9a.html,HONOR Pad X9a,HONOR,Liên hệ,may-tinh-bang-honor-pad-x9a,"Mua máy tính bảng Honor Pad 9 Pro chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Honor Pad 9 Pro tại CellphoneS ngay!",11.5 inches,LCD,"8MP (f/2.0, AF)","5MP (f/2.2, FF)",Snapdragon 685 4G,8 GB,256 GB,8300 mAh,MagicOS 9.0 (Android 15),,"1,07 tỷ màu (10-bit)Độ sáng 400 nitsTỷ lệ tương phản 1500:1",,,Octa-core (4x Cortex-A73 + 4x Cortex-A53),,
https://cellphones.com.vn/may-tinh-bang-xiaomi-pad-8-8gb-256gb.html,Xiaomi Pad 8 8GB 256GB Wifi,Xiaomi,Liên hệ,may-tinh-bang-xiaomi-pad-8-8gb-256gb,"Mua máy tính bảng Xiaomi Pad 8 8GB 256GB Wifi chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Xiaomi Pad 8 8GB 256GB Wifi tại đây.",11.2 inches,LCD,"50 MP, khẩu độ f/1.8",32 MP,Snapdragon 8 Elite,8 GB,256 GB,9200 mAh,HyperOS 3 (trên nền Android 16),,"Độ phân giải màn hình: 3200 × 2136 pixel144 Hz, HDR10, Dolby Vision, màu 12-bit",,,8 nhân (max 4.32 GHz),,
https://cellphones.com.vn/ipad-air-m3-11-inch-256gb.html,iPad Air 11 inch M3 Wifi 256GB 2025 | Chính hãng Apple Việt Nam,Apple,Liên hệ,apple-ipad-air-m3,Apple iPad Air 11 M3 Wifi 256GB 2025 Chính Hãng,11 inches,Liquid Retina,"Camera góc rộng: 12MP, ƒ/1.8, Độ thu phóng kỹ thuật số lên đến 5xChụp ảnh toàn cảnh Panorama: 63MP","Camera 12MP, ƒ/2.0",Chip Apple M3,8 GB,256 GB,"Tích hợp pin sạc Li-Po 28,93 watt‑giờ",iPadOS 18,2360 x 1640  pixel,Màn hình Multi-Touch với công nghệ LED nền và IPSDải màu rộng (P3)True ToneLớp phủ kháng dầu chống in dấu vân tayCông nghệ ép kínLớp phủ chống phản chiếuĐộ sáng 500 nit,,,CPU 8 lõi với 4 lõi hiệu năng và 4 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C) Tính năng lướt Apple Pencil,
https://cellphones.com.vn/may-tinh-bang-lenovo-idea-tab-5g-8gb-128b-xam-kem-but-zafm0710vn.html,Máy tính bảng Lenovo Idea Tab 5G 8GB 128GB ZAFM0710VN kèm bút,Lenovo,Liên hệ,may-tinh-bang-lenovo-idea-tab-5g-8gb-128b-xam-kem-but-zafm0710vn,"Mua máy tính bảng Lenovo Idea Tab 5G 8GB 128GB ZAFM0710VN kèm bút chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay máy tính bảng Lenovo Idea Tab 5G 8GB 256GB ZAFM0710VN kèm bút tại đây.",11 inches,IPS LCD,8.0 MP,5 MP,MediaTek Dimensity 6300,8 GB,128 GB,7040mAh,Android 15 trở lên,2560 x 1600 pixels (2.5K),Kích thước màn hình 11 inchĐộ phân giải 2560x1600 pixelTần số quét 90Hz500nits,,,"8C, 2x A76 @2.4 GHz + 6x A55@2.0 GHz",,
https://cellphones.com.vn/may-tinh-bang-xiaomi-pad-8-8gb-128gb.html,Xiaomi Pad 8 8GB 128GB,Xiaomi,Liên hệ,may-tinh-bang-xiaomi-pad-8-8gb-128gb,"Máy tính bảng Xiaomi Pad 8 chip Snapdragon 8s Gen 4, màn hình 3.2K 144Hz sắc nét. Đăng kí nhận tin sớm nhất tại CellphoneS, nhiều ưu đãi khủng",11.2 inches,LCD,13 MP,8MP,Snapdragon 8s Gen 4,8 GB,128 GB,9.200 mAh,Android 16,2136 x 3200 pixels,"144 Hz, HDR10, HDR Vivid và Dolby Vision, 800 nits",Có,,,,
https://cellphones.com.vn/ipad-pro-m4-11-inch-2tb-5g-nano.html,iPad Pro M4 11 inch 5G 2TB Nano | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m4-11-inch-2tb-5g-nano,"Mua iPad Pro M4 11 inch 5G 2TB Nano chính hãng giá rẻ, thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Pro M4 11 inch 5G 2TB !",11 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,16 GB,2 TB,31.29 Wh,iPadOS 17,2420x1668 pixel,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True Tone Công nghệ ép kínLớp kính hiển thị kết cấu Nano",Không,1 eSIM,,Hỗ trợ Apple Pencil Pro,
https://cellphones.com.vn/ipad-pro-m4-13-inch-2tb-5g.html,iPad Pro M4 13 inch 5G 2TB I Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m4-13-inch-2tb-5g,"Mua iPad Pro M4 13 inch 5G 2TB chính hãng giá rẻ, thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Pro M4 13 inch 5G 2TB !",13 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,16 GB,2 TB,,iPadOS 17,2752x2064 pixels,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120hz True Tone Công nghệ ép kínDải màu rộng (P3)",Không,1 eSIM,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C),
https://cellphones.com.vn/ipad-pro-m4-11-inch-5g.html,iPad Pro M4 11 inch 5G 256GB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m4-11-inch-5g,Mua iPad Pro M4 11 inch 5G 256GB chính hãng giá rẻ mới nhất 06/2026 - đăng ký iPad Pro M4 11 inch 5G 256GB về hàng sớm nhất tại CellphoneS.,11 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,8 GB,256 GB,,iPadOS 17,2420x1668 pixel,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True Tone Công nghệ ép kín",Không,1 eSIM,CPU 9 lõi với 3 lõi hiệu năng và 6 lõi tiết kiệm điện,Apple Pencil ProApple Pencil USB-C 2023Bàn phím iPad Pro 11 M4 Apple Magic Keyboard + Trackpad,
https://cellphones.com.vn/samsung-galaxy-tab-a9.html,Samsung Galaxy Tab A9 WIFI 4GB 64GB,Samsung,Liên hệ,samsung-galaxy-tab-a9,"Mua máy tính bảng Samsung Galaxy Tab A9 Wifi chính hãng, giảm ngay 500K giá siêu rẻ 10/2023, ưu đãi bộ quà tặng Galaxy. Mua Tab A9 Wifi tại CellphoneS.",8.7 inches,TFT LCD,8 MP,2 MP,MediaTek Helio G99,4 GB,64 GB,5100 mAh,Android 13,800 x 1340 pixels,"Tần số quét 60 Hz, 16 triệu màu",Không,,"8 nhân, 2.2GHz, 2GHz",,
https://cellphones.com.vn/ipad-pro-11-inch-m5-5g-256gb.html,iPad Pro chip M5 11 inch 5G 256GB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-11-inch-m5-5g-256gb,Mua iPad Pro M4 11 inch 5G 256GB chính hãng giá rẻ mới nhất 06/2026 - đăng ký iPad Pro M4 11 inch 5G 256GB về hàng sớm nhất tại CellphoneS.,11 inches,Ultra Retina XDR,"12MP Wide, khẩu độ ƒ/1.8","12MP, khẩu độ ƒ/2.0, Center Stage (cạnh ngang)",Apple M5,12 GB,256 GB,"Pin Li-Po 31,29 watt-giờ, thời gian sử dụng Wi-Fi đến 10 giờ",iPadOS 26,2420x1668 pixel,Công nghệ ProMotion0 –120Hz True ToneDải màu rộng (P3)Lớp phủ chống phản chiếuKháng dầu chống bám vân tay,Không,1 eSIM,9 lõi (3 hiệu năng + 6 tiết kiệm điện),Apple Pencil ProApple Pencil (USB-C)Magic Keyboard,
https://cellphones.com.vn/ipad-pro-m4-13-inch-1tb-nano.html,iPad Pro M4 13 inch Wifi 1TB Nano I Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m4-13-inch-1tb-nano,"MuaiPad Pro M4 13 inch Wifi 1TB Nano chính hãng giá rẻ, thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Pro M4 13 inch Wifi 1TB Nano !",13 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,16 GB,1 TB,38.99 Wh,iPadOS 17,2752x2064 pixels,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120hz True Tone Công nghệ ép kínDải màu rộng (P3)Lớp kính hiển thị kết cấu Nano",Không,,,Apple Pencil ProApple Pencil USB-C 2023Bàn phím iPad Pro 13 M4 Apple Magic Keyboard + Trackpad,
https://cellphones.com.vn/lenovo-legion-y700.html,Lenovo Legion Y700,Lenovo,Liên hệ,lenovo-legion-y700,"Mua Lenovo Legion Y700 chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Lenovo Legion Y700 tại CellphoneS ngay!",,IPS LCD,Camera góc rộng:13 MP Camera góc siêu rộng: 5 MP,13MP,Snapdragon 8+ Gen 1,12 GB,128 GB,6550mAh,Android 13,1600 x 2560 pixels,"Tần số quét 120Hz, Dolby Vision, HDR10, 500 nits",,,1x3.2 GHz Kryo 585 &amp; 3x2.42 GHz Kryo 585 &amp; 4x1.80 GHz Kryo 585,,
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-s10-fe-plus-wifi.html,Samsung Galaxy Tab S10 FE Plus Wifi 8GB 128GB,Samsung,Liên hệ,may-tinh-bang-samsung-galaxy-tab-s10-fe-plus-wifi,"Máy tính bảng Samsung Galaxy Tab S10 FE Plus Wifi chính hãng giá rẻ. Đổi mới 30 ngày, trả góp 0%. Mua Tab S10 FE Plus Wifi giao nhanh.", 13.1 inches,TFT LCD,13.0 MP,12.0 MP,Exynos 1580 (4 nm),8 GB,128 GB,"10,090 mAh",Android 15,2880 x 1800 pixels,"Kích thước màn hình 13.1 inch, Tần số 90Hz, Độ sáng tối đa 800 nits, 16 triệu màu",,,"2.9GHz,2.6GHz,1.9GHz",Bút S Pen,
https://cellphones.com.vn/may-tinh-bang-honor-pad-x8b.html,Honor Pad X8b Wifi 6GB 128GB,HONOR,Liên hệ,may-tinh-bang-honor-pad-x8b,"Honor Pad X8B mỏng nhẹ, chip Snapdragon 680, pin trâu 10.100mAh, màn hình 90Hz. Mua Honor Pad X8B giá tốt, 1 đổi 1 30 ngày, góp 0% tại CellphoneS",11 inches,TFT LCD,"5 MP, f/2.0","5 MP, f/2.0",Snapdragon 680 4G,6 GB,128 GB,10100 mAh,MagicOS 10 (Android 16),1200 x 1920 pixels,Tần số quét 90 HzĐộ sáng tối đa 500 nits207 PPITỷ lệ tương phản 1500:116.7 triệu màu,,,8 lõi4 x Cortex-A73 @ 2.4GHz + 4 x Cortex-A53 @ 1.9GHz,,
https://cellphones.com.vn/may-tinh-bang-lenovo-tab-plus-wifi-zadx0130vn.html,Máy tính bảng Lenovo Tab Plus Wifi 8GB 256GB ZADX0130VN - Kèm bao da,Lenovo,Liên hệ,may-tinh-bang-lenovo-tab-plus-wifi-zadx0130vn,"Mua máy tính bảng Lenovo Tab Plus Wifi 8GB 256GB ZADX0130VN hàng chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",11.5 inches,,8.0MP,8.0MP,MediaTek Helio G99,8 GB,256 GB,8600mAh,Android 14,1200 x 2000 pixels,"IPS, 400nits, 72% NTSC, 90Hz",,,"8C, 2x A76 @2.2GHz + 6x A55 @2.0GHz",,
https://cellphones.com.vn/may-tinh-bang-lenovo-xiaoxin-pad-pro.html,Máy tính bảng Lenovo Xiaoxin Pad Pro 8GB 256GB,Lenovo,Liên hệ,may-tinh-bang-lenovo-xiaoxin-pad-pro,"Mua máy tính bảng Lenovo Xiaoxin Pad Pro chính hãng giá rẻ nhất 06/2026 - trả góp 0% lãi suất, BH 12 tháng, đổi mới 30 ngày khi mua Tab M9 tại CellphoneS.",,IPS LCD,8MP,13MP,Mediatek Dimensity 8300 (4 nm),8 GB,256 GB,10200 mAh,Android 13,,Kích thước màn hình: 12.7 inchesĐộ phân giải: 2944 x 1840 pixels,,,8 nhân (1x3.35 GHz Cortex-A715 &amp; 3x3.20 GHz Cortex-A715 &amp; 4x2.20 GHz Cortex-A510),,
https://cellphones.com.vn/may-tinh-bang-huawei-matepad-se-11-inch-4gb-128gb.html,Huawei MatePad SE 11 inch 4GB 128GB,Huawei,Liên hệ,may-tinh-bang-huawei-matepad-se-11-inch-4gb-128gb,"Mua máy tính bảng Huawei MatePad SE 11 inch 4GB 128GB chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",11 inches,TFT LCD,"8MP, f/2.0","5 MP, f/2.2",,4 GB,128 GB,7700 mAh,HarmonyOS 2.0,1920 x 1200 pixels (FullHD+),"16,7 triệu màu, 100% sRGB, 207 PPI, 400 nits",,,,Bút cảm ứng Huawei M-Pen lite4,
https://cellphones.com.vn/may-tinh-bang-huawei-matepad-11-5-inch-6gb-128gb-khong-ban-phim.html,Máy tính bảng Huawei MatePad 11.5 inch 6GB 128GB,Huawei,Liên hệ,huawei-matepad-11-5-inch-6gb-128gb,"Mua máy tính bảng Huawei MatePad 11.5 inch 6GB-128GB chính hãng - Giá rẻ, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",11.5 inches,TFT LCD,"13 MP (khẩu độ f/1.8, AF)","8 MP (khẩu độ f/2.2, tiêu cự cố định)","Kirin T80, Octa-core",6 GB,128 GB,7700 mAh (giá trị định mức 7600 mAh),HarmonyOS 4.2,2200 x 1.440 pixel,Tần số quét thông minh 60/90/120HzĐộ bão hòa 16.7 triệu màu100% sRGB229 PPITỷ lệ hiển thị 86%,,,,Bút cảm ứng Huawei M-Pencil (thế hệ 2)Bàn phím Huawei Smart Keyboard,
https://cellphones.com.vn/may-tinh-bang-teclast-t50-plus-8gb-256gb.html,Máy tính bảng Teclast 4G T50 PLUS 8GB 256GB,Teclast,Liên hệ,may-tinh-bang-teclast-t50-plus-8gb-256gb,"Mua máy tính bảng Teclast 4G T50 PLUS 8GB 256GB chính hãng - Giá rẻ, bảo hành 12 tháng, thu cũ đổi mới, trả góp 0%. Mua ngay máy tính bảng Teclast 4G T50 PLUS 8GB 256GB tại đây!",10.95 inches,IPS LCD,13MP + 0.08MP,8MP,Unisoc T620,8 GB,256 GB,8000 mAh,Android 14,1920 x 1200 pixels (FullHD+),"Tần số quét 90Hz, 400nits T-Colour 4.0Chứng nhận bảo vệ ánh sáng xanh",Không,2 Nano-SIM,Bộ xử lý 8 nhânXung nhịp đỉnh 2.2GHz,,
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-s10-fe-5g-12gb-256gb.html,Samsung Galaxy Tab S10 FE 5G 12GB 256GB,Samsung,Liên hệ,may-tinh-bang-samsung-galaxy-tab-s10-fe-5g-12gb-256gb,"Mua máy tính bảng Samsung Galaxy Tab S10 FE wifi chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Samsung Galaxy Tab S10 FE wifi tại đây.",10.9 inches,TFT LCD,13.0 MP,12.0 MP,Exynos 1580 (4 nm),12 GB,256 GB,"8,000 mAh",Android 15,2304 x 1440 pixels,"Tần số 90Hz, Độ sáng màn hình 800 nits, 16 triệu màu",,1 SIM thường/1 eSIM (chỉ dành cho bản 5G),"2.9GHz,2.6GHz,1.9GHz",Bút S Pen,
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-s10-plus-wifi.html,Samsung Galaxy Tab S10 Plus Wifi 12GB 256GB,Samsung,Liên hệ,may-tinh-bang-samsung-galaxy-tab-s10-plus-wifi,"Mua Samsung Galaxy Tab S10 Plus Wifi chính hãng, giá rẻ giảm sâu tháng 06/2026 - thu cũ lên đời, trả góp 0% trả trước 0đ, giao nhanh 2 giờ tại CellphoneS.",12.4 inches,Dynamic AMOLED 2X,13.0 MP + 8.0 MP,12 MP,MediaTek Dimensity 9300+,12 GB,256 GB,"10,090 mAh","Android 14, One UI 6.1.1",1752 x 2800 pixel,"120 Hz, 650 nits, Kính cường lực Corning Gorilla GlassLớp phủ chống chói (mới)Độ sâu màu sắc 16M",Không,,"8 nhân, 3.4GHz,2.8GHz,2GHz",Bút S Pen,
https://cellphones.com.vn/ipad-pro-m5-11-inch-1tb.html,iPad Pro chip M5 11 inch Wifi 1TB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m5-11-inch-1tb,"Mua iPad Pro M5 11 inch Wifi 1TB chính hãng, giá tốt, trợ giá lên đời, trả góp 0% lãi suất tại CellphoneS.",11 inches,Ultra Retina XDR,Camera 12MP WideKhẩu độ ƒ/1.8,Camera 12MP Center Stage trên cạnh ngang Khẩu độ ƒ/2.0,Apple M5,16 GB,1 TB,Pin sạc Li-Po 31.29 Wh, iPadOS 26,2420x1668 pixel,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True ToneLớp phủ kháng dầu chống in dấu vân tay Công nghệ ép kín Lớp phủ chống phản chiếu",Không,,CPU 10 lõi với 4 lõi hiệu năng và 6 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro Hỗ trợ Apple Pencil (USB‑C) Tính năng lướt Apple Pencil,
https://cellphones.com.vn/may-tinh-bang-xiaomi-redmi-pad-se-8-7-inch-4g.html,Xiaomi Redmi Pad SE 4G 8.7 inch 2024 (6GB 128GB),Xiaomi,Liên hệ,may-tinh-bang-xiaomi-redmi-pad-se-8-7-inch-4g,"Mua ngay máy tính bảng Xiaomi Redmi Pad SE 4G 2024 cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",8.7 inches,LCD,"8MP, f/2.0, 1.12μm","5MP, f/2.2, 1.12μm",MediaTek Helio G85,6 GB,128 GB,6650 mAh,"Xiaomi HyperOS, Android U",800 x 1340 pixels,Tần số quét 90HzTỷ lệ khung hình 5:3Tỷ lệ màn hình 84.41%Độ sáng: 500 nits Tỷ lệ tương phản 1500:11 tỷ màu,,2 Nano-SIM,Arm Cortex-A75 @ 2.0GHzArm Cortex-A55 @ 1.8GHz,,
